CourseID,CNUM,SECTION,INSTNAME,A +,A,A -,B +,B,B -,C +,C,C -,D +,D,D -,F
ARCH, 100A,1,"RAEL, R L         ",0,8,17,14,15,6,5,3,0,2,1,0,3
ARCH, 100B,1,"CREEDON, G T      ",0,7,16,14,13,7,3,0,0,0,0,0,2
ARCH,108,1,"COMERIO, M C      ",3,15,3,0,1,0,0,0,0,0,0,0,0
ARCH,111,1,"ARBOLEDA, G A     ",2,3,3,1,3,2,2,1,0,0,0,0,0
ARCH,130,1,"CRYSLER, C G      ",11,11,22,19,11,9,4,2,2,0,1,1,2
ARCH,140,1,"BENTON, C C       ",0,20,21,18,34,12,8,8,6,0,0,0,0
ARCH,160,1,"BLACK, R          ",3,16,19,23,10,9,2,2,2,0,2,0,4
ARCH, 170B,1,"CASTILLO, G       ",0,6,33,29,51,25,9,13,7,0,0,0,1
ART,8,1,"MCNAMARA, J S     ",15,37,11,3,0,1,0,0,0,0,0,0,0
ART,12,1,"RIVERA, R         ",1,7,13,3,2,1,0,0,0,0,0,0,0
ART,12,3,"RODRIGUEZ, L E    ",5,10,5,2,1,0,0,0,0,0,0,0,0
ART,13,2,"NAGASAWA, C K     ",0,14,1,0,2,0,0,0,0,0,0,0,0
ART,14,1,"REIMAN, B L       ",0,9,3,0,1,1,0,0,0,0,0,0,0
ART,14,2,"LINGER, D W       ",3,11,4,3,0,1,0,0,0,0,0,0,0
ART, 023AC,1,"NIEMEYER, G       ",12,12,10,2,3,3,0,0,0,0,0,0,1
ART,102,1,"NAGASAWA, C K     ",0,11,0,0,1,0,1,0,0,0,0,0,1
ART,102,2,"MORRE, I M        ",10,8,0,1,0,2,0,0,0,0,0,0,0
ART,117,1,"WOFFORD, J K      ",3,7,4,2,4,0,1,0,0,0,0,0,1
ART,118,1,"GAMEZ, A          ",2,8,7,2,1,1,0,1,0,0,0,0,0
ART,119,1,"HAMILTON, J       ",0,19,0,1,9,0,0,0,0,0,0,0,0
ART,120,2,"HUSSONG, R M      ",0,7,4,5,1,0,0,0,0,0,0,0,0
ART,124,1,"HUSSONG, R M      ",1,8,1,2,1,0,0,0,0,0,0,0,0
ART,132,1,"SHAW, R B         ",0,9,0,1,7,0,1,2,0,0,0,0,0
ART,137,1,"SHAW, R B         ",0,11,0,4,3,0,0,1,0,0,0,0,0
ART,138,1,"REIMAN, B L       ",2,13,3,2,0,0,0,0,0,0,0,0,0
ART,160,1,"SAMANCI, O        ",2,4,4,1,0,0,1,0,0,0,0,0,0
ART,165,1,"SHERWOOD, K D     ",1,17,2,3,0,0,0,0,0,0,0,0,1
ART,171,1,"WALSH, A G        ",0,7,5,0,0,0,0,0,0,0,0,0,1
ART,185,1,"WALSH, A G        ",0,10,6,0,0,1,0,0,0,0,0,0,0
ASAMST, 020A,1,"KIM, J U          ",1,23,32,13,8,5,1,0,2,0,1,0,0
ASAMST, 020B,1,"DONG, H C         ",9,56,16,5,7,0,0,1,0,0,0,0,0
ASAMST,123,1,"KIM, E H          ",0,5,8,2,0,0,0,0,0,0,0,0,0
ASAMST,125,1,"UM, K             ",0,0,5,2,3,3,2,0,0,0,0,0,0
ASAMST,127,1,"SINGH, J K        ",0,19,2,2,0,0,0,0,0,0,0,0,0
ASAMST,131,1,"WANG, L L         ",0,2,4,1,4,2,1,2,0,0,0,0,0
ASAMST, 132AC,1,"BAZIAN, H A       ",24,23,5,0,0,0,0,0,0,0,0,0,0
ASAMST,145,1,"OMI, M            ",0,3,16,9,5,1,1,0,0,0,0,0,0
ASAMST,146,1,"TAKAHASHI, J H    ",1,6,17,3,2,0,0,0,0,0,0,0,0
ASAMST,151,1,"YAMANAKA, K       ",0,26,5,1,0,0,0,0,0,0,0,0,0
ASAMST,172,1,"NG, F M           ",1,21,3,2,0,0,0,0,0,0,0,0,0
ASAMST,R002A,1,"LEONG, A P        ",0,8,5,8,3,1,0,0,0,0,0,0,1
ASAMST,R002A,2,"NGUYEN, K V       ",0,3,8,6,4,1,0,0,0,0,0,0,0
ASAMST,R002B,1,"LEONG, A P        ",0,9,6,9,2,1,0,0,0,0,0,0,0
ASAMST,R002B,2,"RONDILLA, J L     ",0,18,10,2,0,0,0,0,0,0,0,0,0
ASIANST,150,1,"MEHENDALE, S      ",1,5,5,0,0,0,0,0,0,0,0,0,1
ASIANST,150,2,"OKUBO, Y          ",4,17,6,7,1,0,0,0,0,0,0,0,0
ASIANST,150,3,"PO, L             ",0,6,3,3,2,2,0,0,1,0,0,0,0
ASTRON, 007B,1,"BLOOM, J S        ",1,8,7,4,3,1,1,0,0,1,0,0,0
ASTRON,10,1,"BLITZ, L          ",2,19,2,3,15,1,2,6,0,0,0,0,3
ASTRON,121,1,"HEILES, C E       ",4,4,3,3,0,0,0,0,0,0,0,0,0
ASTRON,C012,1,"MARCY, G          ",1,11,11,7,16,8,2,2,4,0,0,0,0
ASTRON,C161,1,"MA, C             ",1,3,1,2,0,3,1,0,1,1,0,0,0
ASTRON,C162,1,"DOBROVOLSKIS, A   ",1,3,1,3,3,1,0,2,2,0,2,0,0
BIO ENG,100,1,"HEAD-GORDON, T    ",1,14,23,8,2,4,1,0,1,0,0,0,0
BIO ENG,101,1,"CONOLLY, S        ",1,4,3,4,3,3,2,0,1,0,0,0,0
BIO ENG,104,1,"JOHNSON, T D      ",8,25,17,4,13,10,6,4,2,1,0,0,0
BIO ENG,110,1,"KUMAR, S          ",1,42,14,29,29,2,0,0,0,0,1,0,0
BIO ENG,112,1,"MOFRAD, M         ",1,5,4,1,4,1,1,0,2,0,0,0,0
BIO ENG,115,1,"LAM, H J          ",1,17,9,3,1,0,0,0,0,0,0,0,0
BIO ENG, 121L,11,"DUECK, M E        ",2,2,1,1,4,1,0,0,0,0,0,0,0
BIO ENG, 121L,12,"DUECK, M E        ",0,6,1,0,5,0,0,0,0,0,0,0,0
BIO ENG, 140L,1,"ANDERSON, J C     ",0,3,3,2,6,3,1,0,0,0,0,0,0
BIO ENG,151,1,"HERR, A E         ",0,9,0,1,4,0,0,0,0,0,0,0,0
BIO ENG,163,1,"MARRIOTT, G       ",7,7,3,5,5,2,5,1,0,0,0,0,0
BIO ENG, 168L,10,"FLETCHER, D A     ",2,4,6,3,3,0,0,0,0,0,0,0,0
BIO-CDB, 001A,1,"FIRESTONE, G L    ",4,87,51,60,99,53,63,80,83,0,24,0,21
BIO-CDB, 001AL,1,"MEIGHAN, M R      ",4,85,80,70,74,63,73,66,57,0,4,5,4
BIO-IB, 001B,1,"FELDMAN, L J      ",16,41,59,58,172,86,21,128,26,0,32,1,9
BIO-PB,11,1,"SHAPIRA, M        ",1,7,12,15,8,15,8,14,1,2,3,0,5
BIO-PB, 011L,1,"SOUZA, A          ",1,4,3,2,3,0,0,1,0,0,0,0,0
BIO-PB, 011L,2,"SHULDMAN, M I     ",0,4,3,1,2,0,0,0,0,0,1,0,1
BUDDSTD,C050,1,"DALTON, J         ",0,5,2,2,1,0,0,0,0,1,0,0,0
BUDDSTD,C126,1,"WILLIAMS, D       ",1,3,5,0,2,0,0,0,0,0,0,0,0
CELTIC,125,1,"MELIA, D F        ",0,3,5,1,2,3,2,1,0,0,0,0,0
CELTIC,129,1,"KLAR, K A         ",4,19,9,4,5,1,0,0,1,0,0,0,0
CELTIC,171,1,"KLAR, K A         ",4,8,2,1,0,0,0,0,0,0,0,0,0
CELTIC,R001A,1,"WALSH, T          ",1,5,1,7,3,1,0,0,0,0,0,0,0
CELTIC,R001A,2,"HELLMAN, D        ",0,0,0,3,1,2,3,2,1,0,0,1,2
CHEM, 001A,1,"NITSCHE, H        ",2,119,95,63,45,25,17,14,3,1,0,0,6
CHEM, 001A,2,"NITSCHE, H        ",1,77,55,47,21,21,15,3,3,0,0,0,3
CHEM, 001B,1,"SAYKALLY, R J     ",0,20,7,5,25,7,5,22,4,0,11,0,1
CHEM, 003A,1,"BERTOZZI, C R     ",5,70,25,24,90,28,27,57,26,2,16,3,11
CHEM, 003A,2,"BERTOZZI, C R     ",6,77,41,52,119,31,22,74,20,0,10,4,13
CHEM, 003AL,1,"ROBAK, M T        ",0,122,152,37,12,13,0,1,0,0,0,0,4
CHEM, 003AL,2,"ROBAK, M T        ",0,130,141,33,22,13,2,1,1,0,1,0,2
CHEM, 003B,1,"PEDERSEN, S F     ",15,51,50,66,64,62,40,42,76,0,13,0,34
CHEM, 003BL,1,"PEDERSEN, S F     ",4,129,144,23,43,34,20,6,5,0,0,0,5
CHEM, 004B,1,"DOUDNA CATE, J H  ",5,32,28,22,68,14,11,8,2,0,4,0,0
CHEM, 104A,1,"TILLEY, T D       ",3,7,7,7,3,4,3,4,3,0,4,0,1
CHEM, 104B,1,"ANDERSEN, R A     ",2,8,7,10,5,8,0,10,0,0,6,0,3
CHEM,105,1,"COHEN, R C        ",2,5,9,0,6,2,0,2,0,0,0,0,0
CHEM, 112B,1,"SARPONG, R        ",2,12,15,31,31,32,0,20,6,0,0,0,0
CHEM,114,1,"BRENNAN, M K      ",3,4,4,6,6,4,0,0,0,0,0,0,1
CHEM,115,1,"BERGMAN, R G      ",0,17,0,0,1,0,0,0,0,0,0,0,0
CHEM, 120A,1,"MILLER, W H       ",3,14,4,8,21,16,12,19,11,0,2,0,2
CHEM, 120B,1,"GEISSLER, P L     ",1,20,10,14,12,9,7,7,5,0,0,0,3
CHEM,125,1,"BOERING, K A      ",0,14,3,5,5,0,2,1,0,0,2,0,1
CHEM,135,1,"HAMMOND, M C      ",3,3,5,8,8,3,1,1,4,0,0,0,0
CHEM,195,1,"GEISSLER, P L     ",1,6,4,3,2,0,0,1,0,0,0,0,1
CHEM,C130,1,"KRANTZ, B A       ",3,7,6,7,2,5,3,3,1,0,1,0,0
CHEM,C182,1,"BOERING, K A      ",0,8,2,4,2,2,0,0,0,0,0,0,0
CHICANO,20,1,"SARAGOZA, A M     ",1,6,12,6,7,4,3,1,0,0,0,0,1
CHICANO,70,1,"MONTEJANO, D      ",0,5,10,5,0,3,0,1,0,0,0,0,0
CHICANO, 135B,1,"TELLES, R         ",4,41,44,10,4,1,0,0,0,0,0,0,0
CHICANO,141,1,"PEREZ, L E        ",7,1,5,2,0,0,0,0,1,0,0,0,0
CHICANO,142,1,"DAVILA-SANCHEZ, A ",0,6,5,7,8,0,0,0,0,0,0,0,0
CHICANO,159,1,"SARAGOZA, A M     ",1,9,23,12,11,6,3,0,0,0,0,0,3
CHICANO,165,1,"GROSFOGUEL, R     ",6,17,5,0,0,0,0,0,0,0,0,0,0
CHICANO,172,1,"CHAVEZ, L F       ",0,22,8,5,2,0,0,0,0,0,0,0,0
CHICANO,180,2,"RODRIGUEZ, C H    ",2,6,6,4,1,1,1,0,0,0,0,0,1
CHINESE, 001B,1,"YANG, Y           ",0,6,2,4,1,1,0,0,0,0,0,0,0
CHINESE, 001B,2,"YANG, Y           ",0,1,4,6,0,1,0,0,0,0,0,0,0
CHINESE, 001B,4,"YANG, Y           ",0,6,4,2,0,0,0,1,0,0,0,0,0
CHINESE, 001B,5,"YANG, Y           ",0,5,4,0,1,0,0,1,0,0,0,0,0
CHINESE, 007B,1,"ASHMORE, R        ",0,6,13,11,12,1,0,0,0,0,0,0,0
CHINESE, 010B,1,"KUO, Y            ",0,1,4,2,3,1,0,1,0,1,0,0,1
CHINESE, 010B,2,"KUO, Y            ",0,4,4,5,3,0,0,0,0,0,0,0,0
CHINESE, 010X,1,"LIU, L            ",0,7,6,2,2,0,0,0,0,0,0,0,0
CHINESE, 010X,2,"LIU, L            ",0,4,2,4,0,1,1,0,0,0,0,0,0
CHINESE, 010X,3,"LIU, L            ",0,5,2,3,0,1,0,0,0,0,0,0,0
CHINESE, 010X,4,"LIU, L            ",0,5,5,1,1,0,0,0,0,0,0,0,0
CHINESE, 010Y,1,"YANG, Y           ",0,4,7,2,0,0,0,0,1,0,0,0,0
CHINESE, 010Y,3,"YANG, Y           ",0,3,6,5,2,1,0,0,0,0,0,0,0
CHINESE, 010Y,4,"YANG, Y           ",0,5,5,2,4,0,0,0,0,0,0,0,0
CHINESE, 100B,1,"ZHANG, L          ",0,5,2,3,0,1,0,0,0,0,0,0,1
CHINESE, 100XB,3,"ZHANG, L          ",0,5,4,1,1,0,0,0,0,0,0,0,0
CHINESE, 100XB,4,"ZHANG, L          ",0,4,3,2,2,0,0,1,0,0,0,0,0
CHINESE, 100XB,5,"ZHANG, L          ",0,2,6,3,1,0,0,0,0,0,0,0,0
CHINESE,102,1,"LI, I             ",0,9,2,1,1,1,1,0,0,0,0,0,0
CHINESE,102,2,"LI, I             ",0,9,7,2,0,0,0,0,0,0,0,0,0
CHINESE,102,3,"LI, I             ",0,8,4,5,1,0,0,0,0,0,0,0,0
CHINESE, 110B,1,"VARSANO, P M      ",1,8,2,4,2,1,0,4,1,1,0,1,0
CHINESE,112,1,"LI, I             ",1,5,6,3,0,2,0,0,0,0,0,0,0
CHINESE,112,2,"LI, I             ",0,6,8,2,3,0,0,0,0,0,0,0,0
CHINESE,158,1,"PO, L             ",0,10,9,6,1,1,0,0,0,0,0,0,0
CHINESE,188,1,"JONES, A F        ",0,4,14,4,2,4,2,0,0,0,0,0,0
CHM ENG,141,1,"MABOUDIAN, R      ",0,20,8,3,12,11,14,12,9,0,7,0,4
CHM ENG, 150A,1,"GHILARDUCCI, J M  ",1,13,7,9,13,19,12,12,3,1,4,0,1
CHM ENG,154,1,"BELL, A T         ",10,10,12,11,22,8,5,2,0,0,0,0,1
CHM ENG,160,1,"ALESANDRINI, C G  ",1,12,2,5,6,0,0,0,0,0,0,0,0
CHM ENG,160,2,"BLANCH, H W       ",0,4,6,1,10,5,0,0,0,0,0,0,0
CHM ENG,162,1,"BALSARA, N P      ",6,7,6,4,11,7,2,9,6,0,0,3,3
CHM ENG, 170B,1,"ERCEK, D T        ",0,2,7,1,8,0,1,1,0,2,0,0,0
CHM ENG,171,1,"RADKE, C J        ",3,4,3,3,0,1,1,0,0,0,0,0,0
CHM ENG,C170L,1,"CLARK, D S        ",1,2,3,3,2,0,0,0,0,0,0,0,0
CHM ENG,C178,1,"SEGALMAN, R A     ",2,6,6,5,6,3,1,0,0,0,0,0,1
CIV ENG,11,1,"HORVATH, A        ",8,32,3,5,2,3,0,0,0,0,0,0,0
CIV ENG,60,1,"OSTERTAG, C P     ",0,2,10,9,10,6,2,1,1,0,3,0,2
CIV ENG,70,1,"SITAR, N          ",1,7,10,7,2,8,1,0,0,0,0,0,0
CIV ENG,93,1,"WALKER, J L       ",3,9,16,10,8,6,3,6,1,0,2,0,0
CIV ENG,100,1,"VARIANO, E A      ",3,9,7,7,7,9,1,7,2,0,0,0,0
CIV ENG,107,1,"NAZAROFF, W W     ",0,9,7,13,10,4,2,8,2,0,0,0,1
CIV ENG,111,1,"KIRCHSTETTER, T W ",3,7,2,3,13,5,3,2,1,1,0,0,1
CIV ENG,112,1,"HERMANOWICZ, S W  ",5,16,0,0,0,0,0,0,0,0,0,0,0
CIV ENG, 113N,1,"KADIR, K          ",2,5,3,5,4,2,2,0,0,0,0,0,0
CIV ENG,120,1,"MOEHLE, J P       ",1,11,6,5,20,2,2,0,0,0,0,0,0
CIV ENG,121,1,"FILIPPOU, F       ",2,11,19,16,13,7,2,1,1,0,0,0,1
CIV ENG,122,1,"ASTANEH-ASL, A    ",2,21,14,0,0,0,0,0,0,0,0,0,0
CIV ENG,123,1,"MOEHLE, J P       ",2,12,6,4,17,3,0,0,0,0,0,0,0
CIV ENG, 130N,1,"GOVINDJEE, S      ",1,19,13,7,21,1,2,10,1,0,4,0,0
CIV ENG,155,1,"CASSIDY, M J      ",1,5,10,16,16,7,4,5,1,2,0,0,1
CIV ENG,165,1,"MONTEIRO, P J     ",2,15,4,11,7,6,1,0,0,0,0,0,0
CIV ENG,167,1,"TOMMELEIN, I D    ",2,4,6,14,17,9,4,1,0,0,1,0,0
CIV ENG,175,1,"SEED, R B         ",2,18,7,5,20,6,5,0,0,0,0,0,0
CIV ENG,176,1,PESTANA-NASCIMENTO,2,10,28,6,7,3,1,0,0,0,0,0,1
CIV ENG,180,1,"BEA, R G          ",0,5,22,2,2,0,0,0,0,0,0,0,0
CIV ENG,192,1,"KANAFANI, A       ",18,69,41,7,4,1,0,0,0,0,0,0,1
CIV ENG,C030,1,"PAPADOPOULOS, P   ",0,0,0,2,3,2,5,1,2,0,0,0,1
CIV ENG,C030,2,"LI, S             ",2,8,8,3,3,1,0,0,0,0,0,0,1
CIV ENG,C133,1,"ZOHDI, T I        ",0,7,6,3,0,3,4,0,0,0,1,1,0
CLASSIC, 010B,1,"MURPHY, T M       ",2,29,24,12,13,5,4,0,0,0,0,0,1
CLASSIC, 017B,1,"GREENEWALT, C H   ",0,7,6,4,2,0,2,1,2,0,1,0,1
CLASSIC,28,1,"BULLOCH, A W      ",5,101,77,85,37,11,5,3,7,0,1,0,6
CLASSIC,124,1,"FERRARI, G R      ",2,11,10,5,7,4,1,0,0,0,0,0,0
CLASSIC,130,1,"GRIFFITH, M       ",3,4,2,2,2,0,1,0,0,0,0,0,0
COG SCI,C001,1,"REGIER, T P       ",2,13,16,27,26,9,9,8,4,0,1,0,3
COG SCI,C101,1,"SWEETSER, E E     ",2,2,9,9,11,4,7,5,6,0,2,1,4
COG SCI,C102,1,"KIHLSTROM, J F    ",0,17,9,11,3,7,4,8,0,0,0,0,0
COG SCI,C103,1,"DUGUID, P         ",0,2,7,0,1,1,0,1,0,0,1,0,2
COG SCI,C126,1,"WHITNEY, D        ",0,11,10,8,8,8,7,5,2,0,1,0,0
COLWRIT, 010A,1,"FLASH, D M        ",0,5,8,2,0,0,0,0,0,0,0,0,0
COLWRIT, 010B,1,"HILL, C           ",0,13,1,0,0,0,0,0,0,0,0,0,0
COLWRIT,105,1,"HAMMONS, P J      ",0,7,0,2,0,0,0,0,0,0,1,0,1
COLWRIT,108,1,"SOKOLIK, M E      ",0,16,1,1,0,0,0,0,0,0,0,0,0
COLWRIT,110,1,"OAKES, C J        ",0,2,10,3,3,0,0,0,0,0,0,0,0
COLWRIT,130,1,"LARKIN, M E       ",0,7,6,4,0,0,0,0,0,0,0,0,0
COLWRIT,R001A,5,"BAPTISTE, M C     ",0,1,1,1,3,1,1,3,2,0,0,0,0
COLWRIT,R001A,6,"OFFEN-BROWN, G    ",0,2,0,2,5,4,1,0,0,0,0,0,0
COLWRIT,R001A,8,"LEVINE, J         ",0,2,0,1,8,2,0,0,0,0,0,0,0
COLWRIT,R001A,10,"LANG, J C         ",0,2,2,7,0,0,0,0,0,0,0,0,0
COLWRIT,R001A,13,"OFFEN-BROWN, G    ",0,1,6,2,3,0,0,0,0,0,0,0,0
COLWRIT,R001A,17,"CRISP, T E        ",1,2,2,5,2,0,0,0,0,0,0,0,0
COLWRIT,R001A,19,"BOBO, S           ",0,2,0,4,4,1,0,0,0,0,0,0,0
COLWRIT,R001A,20,"HAMMONS, P J      ",0,4,1,2,1,2,1,0,0,0,0,0,0
COLWRIT,R001A,21,"HILL, C           ",0,0,3,2,1,2,3,1,0,0,0,0,1
COLWRIT,R001A,23,"BOBO, S           ",0,2,1,2,7,0,0,0,0,0,0,0,0
COLWRIT,R001A,24,"CHIANG, Y D       ",0,1,4,4,2,1,0,0,0,0,0,0,0
COLWRIT,R004B,1,"CHIANG, Y D       ",0,4,3,2,1,0,0,0,0,0,0,0,1
COLWRIT,R004B,3,"LANG, J C         ",0,2,2,2,2,0,0,2,3,0,0,0,2
COLWRIT,R004B,4,"LARKIN, M E       ",0,6,2,1,2,4,0,0,0,0,0,0,0
COLWRIT,R004B,5,"STEENLAND, P      ",0,3,4,2,5,1,0,0,0,0,0,0,0
COLWRIT,R004B,6,"SOKOLIK, M E      ",1,6,1,1,3,3,0,0,0,0,0,0,1
COLWRIT,R004B,7,"LEVINE, J         ",0,4,3,6,1,2,0,0,0,0,0,0,0
COLWRIT,R004B,8,"CRISP, T E        ",1,4,5,3,0,0,0,1,0,0,0,0,0
COM LIT, 041C,1,"WARNER, T         ",1,9,3,2,1,1,1,0,0,0,0,0,0
COM LIT, 060AC,1,"JIMENEZ, J        ",1,9,5,6,2,0,0,0,0,0,0,0,1
COM LIT,100,1,"NESBET, A         ",1,2,7,2,5,3,1,0,0,0,0,0,0
COM LIT,100,2,"LUCEY, M          ",0,4,5,0,3,0,1,0,0,0,0,0,0
COM LIT,120,1,"ALTER, R B        ",0,8,12,8,4,4,0,0,0,0,0,0,0
COM LIT,171,1,"KOTZAMANIDOU, M   ",0,8,6,2,0,0,0,0,0,0,0,0,0
COM LIT,R001A,1,"SCHWARTZ, S       ",3,5,11,6,1,5,0,0,0,1,0,0,0
COM LIT,R001A,2,"GADBERRY, A       ",0,1,3,3,4,4,0,0,0,0,0,0,0
COM LIT,R001A,3,"BHAUMIK, S M      ",1,7,8,6,6,1,1,0,0,0,0,0,1
