CourseID,CNUM,SECTION,INSTNAME,A +,A,A -,B +,B,B -,C +,C,C -,D +,D,D -,F
CIV ENG,165,1,"MONTEIRO, P J     ",3,30,20,10,5,2,5,1,0,0,1,0,0
CIV ENG,167,1,"IBBS, C W         ",1,12,10,8,10,19,7,5,5,0,0,0,0
CIV ENG, 169A,1,"TOMMELEIN, I D    ",0,11,10,2,5,0,0,0,0,0,0,0,0
CIV ENG, 169B,1,"TOMMELEIN, I D    ",0,6,8,6,3,1,2,0,0,0,0,0,0
CIV ENG, 169C,1,"TOMMELEIN, I D    ",0,7,5,3,3,1,3,0,0,0,0,0,0
CIV ENG,170,1,"PATZEK, T         ",6,6,2,2,1,0,1,0,0,0,0,0,0
CIV ENG,172,1,"GLASER, S D       ",0,3,2,4,2,4,1,0,2,0,0,0,0
CIV ENG,175,1,"SEED, R B         ",2,12,16,7,11,5,1,0,0,0,0,0,0
CIV ENG,180,1,"BEA, R G          ",0,10,5,5,0,0,0,0,0,0,0,0,0
CIV ENG,192,1,"FENVES, G L       ",51,46,0,0,0,0,0,0,0,0,0,0,0
CIV ENG,C116,1,"SPOSITO, G        ",1,10,1,3,3,1,1,1,0,0,0,0,0
CIV ENG,C154,1,"FRICK, K T        ",0,11,11,5,2,3,0,0,0,0,0,0,0
CLASSIC, 010B,1,"MCCARTHY, K       ",0,15,48,24,15,4,3,3,0,1,2,0,1
CLASSIC, 017B,1,"HALLETT, C H      ",2,4,5,8,7,5,0,1,1,0,0,0,1
CLASSIC,28,1,"BULLOCH, A W      ",4,92,115,88,39,21,3,0,0,0,0,0,2
CLASSIC,36,1,"FERRARI, G R      ",5,18,25,8,7,1,2,0,0,0,0,0,0
CLASSIC,130,1,"FURIYA, S         ",1,3,5,6,4,1,0,0,0,0,0,0,0
CLASSIC,163,1,"LONG, A A         ",0,4,5,5,4,0,1,1,0,0,0,0,0
CLASSIC, 170A,1,"SHELTON, K S      ",2,2,2,1,3,2,1,1,1,0,1,1,1
COG SCI,C001,1,"CARMENA, J M      ",11,18,11,12,10,1,2,2,1,0,3,0,2
COG SCI,C101,1,"LAKOFF, G P       ",2,9,6,9,13,7,2,1,2,0,0,0,0
COG SCI,C124,1,"HUDSON, C L       ",1,3,5,3,2,0,2,0,0,0,0,0,0
COG SCI,C127,1,"IVRY, R           ",0,4,5,4,13,4,4,2,2,0,1,0,2
COG SCI,C131,1,"GRIFFITHS, T      ",4,5,1,3,1,1,2,0,1,0,0,0,0
COLWRIT, 010A,1,"LEVINE, J         ",0,3,8,2,0,0,0,0,0,0,0,0,0
COLWRIT, 010A,2,"HILL, C           ",0,13,0,3,0,0,0,0,0,0,0,0,0
COLWRIT,151,1,"COLE, C           ",0,12,0,2,1,0,0,0,0,0,0,0,0
COLWRIT,R001A,1,"COLE, C           ",0,0,0,2,5,2,0,0,1,2,0,0,0
COLWRIT,R001A,4,"CHIANG, Y D       ",0,2,0,5,1,0,0,1,0,0,1,1,0
COLWRIT,R001A,6,"FLASH, D M        ",0,0,1,3,6,0,0,0,0,0,0,0,1
COLWRIT,R001A,7,"OFFEN-BROWN, G    ",0,2,3,2,3,2,1,0,0,1,0,0,0
COLWRIT,R001A,8,"WALD, M           ",0,1,2,1,2,4,0,1,0,0,0,0,2
COLWRIT,R001A,9,"LARKIN, M E       ",0,2,0,3,1,4,2,0,1,0,0,0,0
COLWRIT,R001A,12,"WILLIAMS, D E     ",0,0,2,3,1,4,3,1,0,0,0,0,0
COLWRIT,R001A,13,"GATES, C          ",0,0,2,5,2,1,0,1,0,0,2,0,1
COLWRIT,R001A,14,"LANG, J C         ",0,1,5,0,2,1,1,1,0,0,0,0,0
COLWRIT,R001A,15,"OFFEN-BROWN, G    ",0,1,5,2,2,0,2,1,0,0,0,0,0
COLWRIT,R001A,17,"ERICKSON, M B     ",0,1,2,1,5,3,1,0,0,0,0,0,0
COLWRIT,R001A,19,"BAPTISTE, M C     ",0,0,3,1,5,1,0,0,1,0,0,0,1
COLWRIT,R001A,20,"LEVINE, J         ",0,2,1,2,2,3,0,1,0,0,0,0,1
COLWRIT,R001A,21,"HILL, C           ",0,0,1,6,1,3,0,1,0,0,0,0,0
COLWRIT,R004B,1,"HAMMONS, P J      ",0,6,5,0,2,1,3,0,0,0,0,0,0
COLWRIT,R004B,2,"OAKES, C J        ",0,0,5,3,5,1,1,0,1,0,0,0,0
COLWRIT,R004B,3,"HAMMONS, P J      ",0,4,2,2,2,2,1,0,0,0,0,0,0
COLWRIT,R004B,4,"STEENLAND, P      ",0,2,3,4,2,1,1,0,0,0,2,0,1
COLWRIT,R004B,5,"LARKIN, M E       ",1,1,3,2,3,3,2,0,0,1,0,0,0
COLWRIT,R004B,6,"STEENLAND, P      ",0,4,2,3,2,3,0,0,0,0,0,0,1
COLWRIT,R004B,8,"STEENLAND, P      ",0,6,1,2,3,0,0,1,1,0,1,0,0
COLWRIT,R004B,9,"OAKES, C J        ",0,1,6,2,6,1,0,0,1,0,0,0,0
COLWRIT,R004B,10,"OAKES, C J        ",0,1,5,4,4,1,0,0,0,0,0,0,0
COLWRIT,R004B,12,"HAMMONS, P J      ",0,9,3,2,2,1,0,0,0,0,0,0,0
COM LIT,40,1,"SIEGEL, I R       ",1,4,4,1,1,0,0,0,0,0,0,0,0
COM LIT, 041D,1,"FISHER, M         ",0,3,5,2,1,0,2,0,0,0,0,0,0
COM LIT, 060AC,1,"RAMOS, L          ",0,7,9,4,2,0,0,0,0,0,0,0,1
COM LIT,100,1,"SPACKMAN, B G     ",0,6,4,2,2,0,1,0,0,0,0,0,0
COM LIT,152,1,"REJHON, A C       ",1,4,1,0,2,1,0,1,0,0,0,0,1
COM LIT,R001A,1,"CABALLERO, J      ",0,3,11,2,9,4,1,0,0,0,0,0,0
COM LIT,R001A,2,"LIPKIN, E         ",0,5,1,2,0,4,0,1,1,0,1,0,0
COM LIT,R001A,3,"HAUSDOERFFER, W   ",3,5,8,6,3,4,1,1,2,0,0,0,0
COM LIT,R001A,4,"ROBERTS, S C      ",0,12,5,1,0,0,0,0,0,0,0,0,0
COM LIT,R001B,1,"RUBMAN, L H       ",0,4,5,2,1,3,0,1,0,0,0,0,0
COM LIT,R001B,2,"GILL, A           ",0,3,2,3,5,1,1,0,0,0,0,0,1
COM LIT,R001B,3,"TRIPLETTE, S      ",0,5,6,2,3,1,0,1,0,0,0,0,0
COM LIT,R001B,4,"LORENZ, S R       ",0,6,9,12,2,0,0,0,0,0,0,0,1
COM LIT,R001B,5,"CHANG-AUGST, J    ",0,7,5,2,0,0,0,0,0,0,0,0,0
COM LIT,R001B,6,"CRUZ, J H         ",2,3,10,1,2,0,0,0,0,0,0,0,0
COM LIT,R001B,7,"SUMNER, C B       ",0,3,7,1,1,1,0,0,0,0,0,0,0
COM LIT,R001B,8,"GURTON-WACHTER, L ",0,3,17,9,5,0,0,0,0,0,0,0,0
COM LIT,R001B,9,"HENRY, A          ",1,2,3,4,2,1,0,0,0,0,0,0,0
COM LIT,R001B,10,"BERMUDEZ, L       ",0,5,9,2,1,0,0,0,0,0,0,0,0
COM LIT,R001B,11,"HERBOLD, S        ",2,2,5,4,4,3,0,0,4,0,0,0,0
COM LIT,R001B,12,BRUCKEL-LICHTENOEC,0,2,3,0,1,3,1,0,0,0,0,0,1
COM LIT,R001B,13,"SINGLETON, T D    ",3,13,9,4,0,0,0,0,0,0,0,0,0
COM LIT,R001B,14,"CHANG-AUGST, J    ",2,7,4,2,0,0,0,0,0,0,0,0,0
COM LIT,R001B,15,"HAUSDOERFFER, W   ",0,5,15,1,7,0,2,0,0,0,0,0,2
COM LIT,R001B,16,"POPKIN, S         ",1,5,9,2,0,0,0,0,0,0,0,0,0
COM LIT,R003B,1,"INCIARTE, M D     ",0,2,3,3,3,1,0,0,0,0,0,0,0
COMPSCI, 003L,1,"TITTERTON, N A    ",3,21,18,15,11,3,3,1,0,0,3,0,1
