CourseID,CNUM,SECTION,INSTNAME,A +,A,A -,B +,B,B -,C +,C,C -,D +,D,D -,F
ANTHRO, 136I,1,"TRINGHAM, R E     ",1,7,3,1,0,1,1,0,0,0,0,0,0
ANTHRO,137,1,"NADER, L          ",1,14,52,22,32,30,9,5,4,2,2,0,2
ANTHRO,141,1,"LIU, X            ",2,8,11,4,1,1,0,0,1,0,0,0,2
ANTHRO,142,2,"HAYDEN, C P       ",1,11,10,6,15,8,1,3,0,0,0,0,1
ANTHRO,149,1,"PANDOLFO, S       ",10,39,24,5,3,0,0,0,0,0,0,0,1
ANTHRO,150,1,"YURCHAK, A        ",6,23,20,9,2,0,0,0,0,0,0,0,0
ANTHRO, 169B,1,"FERME, M C        ",0,3,1,3,4,2,0,0,0,0,0,0,0
ANTHRO,171,1,"KONISHI, Y        ",0,28,29,9,2,0,1,1,0,0,0,0,0
ANTHRO,189,1,"ONG, A            ",1,3,17,4,1,2,0,0,0,0,0,0,4
ANTHRO,189,3,"DUBUISSON, E      ",0,4,5,4,3,0,1,0,0,0,0,0,0
ANTHRO,C147B,1,"ALFONSO, D R      ",0,16,1,4,0,1,1,0,0,0,0,0,0
ARABIC, 001A,4,"SAYLOR, E         ",4,6,1,1,0,0,0,0,0,0,0,0,0
ARABIC, 001A,5,"S'HIRI, S         ",4,6,5,1,0,0,0,0,0,0,0,0,0
ARABIC, 001A,6,"BAZIAN, H A       ",6,6,4,2,0,0,0,0,0,0,0,0,0
ARABIC, 001A,7,"NEALE, H          ",1,6,4,0,0,0,0,0,0,0,0,0,0
ARABIC, 020A,1,"BAZIAN, H A       ",6,5,2,0,0,0,0,0,0,0,0,0,0
ARABIC, 020A,3,"S'HIRI, S         ",3,4,0,5,1,2,0,0,0,0,0,0,0
ARABIC, 104B,1,"LARKIN, M         ",0,8,1,3,1,0,0,0,0,0,0,0,0
ARABIC,107,1,"HAYES, J L        ",0,8,3,0,1,2,0,0,0,0,0,0,0
ARCH, 100A,1,"DAVIDS, R C       ",0,9,16,19,10,8,3,1,0,0,0,0,0
ARCH, 100B,1,"PLYMALE, K D      ",7,8,16,11,8,5,0,0,0,0,0,0,0
ARCH,101,2,"LIFCHEZ, R        ",0,3,2,5,1,0,0,3,0,0,0,0,0
ARCH,101,3,"RAEL, R L         ",0,10,0,0,2,0,0,0,0,0,0,0,0
ARCH, 110AC,1,"CRANZ, G L        ",6,32,22,14,21,9,3,2,2,1,0,0,1
ARCH,122,1,"KALAY, Y E        ",2,22,6,5,5,0,0,0,0,0,0,0,0
ARCH,150,1,"BLACK, R          ",2,16,20,17,30,25,16,8,5,4,3,0,1
ARCH, 170A,1,"SHANKEN, A        ",0,12,12,41,45,36,11,15,5,0,0,0,3
ARCH,173,1,"CASTILLO, G       ",3,7,4,3,4,0,1,0,0,0,0,0,0
ART,8,1,"MCNAMARA, J S     ",30,50,13,1,0,0,0,0,0,0,0,0,0
ART,12,1,"CARNWATH, S       ",0,2,7,3,0,0,1,1,0,0,0,0,1
ART,12,2,"DEJESUS, V        ",7,4,7,2,1,0,0,0,0,0,0,0,0
ART,13,1,"NAGASAWA, C K     ",0,13,0,2,2,0,0,0,0,0,0,0,0
ART,13,2,"MCNAMARA, J S     ",0,18,6,1,0,0,0,0,0,0,0,0,1
ART,14,1,"HUSSONG, R M      ",0,14,2,0,1,0,0,0,0,0,0,0,0
ART,14,2,"VAN DEN DOOL, M   ",0,3,4,5,1,1,0,0,0,0,0,0,0
ART,16,1,"HUSSONG, R M      ",0,17,4,0,0,0,0,0,0,0,0,0,0
ART, 023AC,1,"NIEMEYER, G       ",18,6,13,5,4,2,2,2,0,0,0,1,2
ART,102,1,"NAGASAWA, C K     ",0,14,4,0,0,0,0,0,0,0,0,1,0
ART,102,2,"CARNWATH, S       ",3,0,6,6,0,0,1,0,0,0,0,0,0
ART,117,1,"CORTEZ, J         ",1,6,7,4,2,2,2,1,0,0,0,0,0
ART,118,1,"SHAW, R B         ",0,15,0,5,6,1,1,1,0,0,0,0,0
ART,122,1,"HUSSONG, R M      ",3,14,1,1,1,0,0,0,0,0,0,1,0
ART,132,1,"DONAHUE, T        ",1,2,4,0,2,1,0,0,1,0,0,0,0
ART,133,1,"REIMAN, B L       ",1,9,3,3,0,0,0,0,0,0,0,0,0
ART,137,1,"SHAW, R B         ",0,9,0,5,2,0,1,0,0,0,0,0,0
ART,160,1,"SHERWOOD, K D     ",2,8,7,1,2,0,0,0,0,0,0,0,0
ART,160,2,"HAMILTON, J       ",0,1,1,6,3,0,0,0,0,0,0,0,0
ART,171,1,"HOLMAN, D A       ",0,6,8,2,0,0,0,0,0,0,0,0,0
ART,173,1,"KUBICK, C S       ",0,4,9,3,3,0,0,1,0,0,0,0,0
ART,185,1,"REIMAN, B L       ",0,13,1,0,0,0,0,0,0,0,0,0,0
ASAMST, 020A,1,"OMI, M            ",9,29,28,21,22,9,4,5,1,0,0,0,1
ASAMST,121,1,"DONG, H C         ",1,23,5,1,1,0,0,0,0,0,0,0,0
ASAMST,122,1,"TAKAHASHI, J H    ",0,4,6,2,0,1,0,0,0,0,0,0,0
ASAMST,124,1,"CHOY, C C         ",0,4,15,4,0,1,0,1,0,0,0,0,1
ASAMST,126,1,"UM, K             ",0,2,0,2,5,0,2,0,0,0,0,0,0
ASAMST, 128AC,1,"BAZIAN, H A       ",22,61,55,30,4,1,1,0,0,0,0,0,1
ASAMST,141,1,"FLEMING, T M      ",8,9,3,5,9,2,3,0,1,0,0,0,0
ASAMST,171,1,"KIM, E H          ",3,12,19,10,15,3,1,1,0,0,0,0,2
ASAMST,172,1,"CHOY, G P         ",0,29,5,0,1,0,1,0,0,0,0,0,0
ASAMST,177,1,"CHOY, G P         ",0,23,6,6,0,1,0,0,0,0,0,0,1
ASAMST,R002A,1,"LEONG, A P        ",0,3,7,14,6,0,0,0,0,0,0,0,0
ASAMST,R002A,2,"NIUMEITOLU, F A   ",0,2,9,17,1,0,0,0,0,0,0,0,0
ASAMST,R002B,1,"LEONG, A P        ",0,3,10,9,4,2,0,0,0,0,0,0,1
ASAMST,R002B,2,"FIGUEROA, Y       ",3,13,7,5,2,3,0,1,1,0,0,0,1
ASIANST,10,1,"YAMANAKA, K       ",0,26,46,36,10,1,1,0,0,0,0,0,1
ASIANST,150,3,"PATTERSON, W K    ",1,4,1,3,2,0,0,0,0,0,0,0,0
ASTRON,3,1,"MA, C             ",2,7,10,2,2,1,0,0,1,0,0,0,1
ASTRON, 007A,1,"CHIANG, E         ",2,3,0,6,10,4,6,4,3,0,4,0,0
ASTRON,10,1,"DAVIS, M          ",8,16,11,5,1,6,2,2,0,0,0,0,0
ASTRON,122,1,"GRAHAM, J R       ",0,7,7,2,2,0,1,0,0,0,0,0,0
ASTRON,160,1,"FILIPPENKO, A V   ",3,5,2,2,9,4,3,2,1,0,0,0,0
ASTRON,C010,1,"FILIPPENKO, A V   ",41,112,76,65,85,31,16,23,5,1,2,0,5
ASTRON,C162,1,"DE PATER, I       ",0,1,2,3,1,1,1,1,1,0,0,0,0
BANGLA, 001A,1,"PAUL, A           ",2,6,1,3,1,0,0,0,0,0,0,0,0
BIO ENG,10,1,"CONBOY, I M       ",11,25,32,0,21,12,0,2,0,0,0,0,2
BIO ENG,22,1,"DUECK, M E        ",1,7,0,0,3,0,1,1,0,0,2,0,0
BIO ENG, 022L,102,"DUECK, M E        ",1,9,2,0,2,0,0,0,1,0,0,0,0
BIO ENG,102,1,"MOFRAD, M         ",2,3,15,17,19,20,21,3,6,3,1,0,0
BIO ENG,115,1,"JOHNSON, T D      ",0,14,18,6,5,2,0,0,0,0,0,0,0
BIO ENG,121,1,"LIEPMANN, D       ",5,11,7,9,8,1,0,0,1,0,0,0,0
BIO ENG,131,1,"HOLMES, I H       ",4,3,2,3,1,2,0,0,0,0,0,0,2
BIO ENG,135,1,"ARKIN, A P        ",0,2,3,3,2,1,0,0,0,0,0,0,0
BIO ENG,150,1,"LEE, S            ",12,33,0,16,5,0,1,0,0,0,0,0,0
BIO ENG,164,1,"FLETCHER, D A     ",6,19,8,4,6,3,0,2,0,0,0,0,0
BIO ENG,192,1,"HERR, A E         ",0,20,1,0,1,1,0,0,0,0,0,0,0
BIO ENG,C118,1,"HEALY, K E        ",5,11,2,6,7,3,1,0,0,0,0,0,0
BIO ENG,C119,1,"KEAVENY, T M      ",0,3,3,1,1,1,0,0,0,1,0,0,1
BIO ENG,C144,1,"SJOLANDER, K V    ",2,1,3,3,2,1,2,0,0,0,1,0,0
BIO ENG,C165,1,"CONOLLY, S        ",3,3,4,1,0,0,0,0,0,1,0,0,0
BIO-CDB, 001A,1,"FORTE, J G        ",2,85,40,56,80,38,64,125,39,2,27,5,31
BIO-CDB, 001AL,1,"MEIGHAN, M R      ",4,93,79,47,95,47,47,75,40,7,10,3,14
BIO-IB, 001B,1,"POWER, M E        ",2,32,81,114,177,103,65,52,29,13,11,0,12
BUDDSTD,C050,1,"DALTON, J         ",0,1,4,8,4,4,0,1,1,0,0,0,0
BUDDSTD,C120,1,"MEHENDALE, S      ",0,4,4,0,1,1,0,0,0,0,0,0,1
BUDDSTD,C126,1,"WILLIAMS, D       ",2,4,1,3,4,1,1,0,0,0,0,0,0
CELTIC,15,1,"O'HARA, E R       ",6,6,5,1,0,0,0,0,0,0,0,0,1
CELTIC,70,1,"KLAR, K A         ",5,8,7,5,8,0,0,4,0,0,0,0,1
CELTIC,139,1,"KLAR, K A         ",0,24,0,1,0,0,0,0,0,0,0,0,1
CHEM, 001A,1,"STACY, A M        ",14,91,77,90,64,88,43,25,21,0,7,0,5
CHEM, 001A,2,"MAJDA, M M        ",15,65,68,96,81,76,36,18,22,0,10,0,12
CHEM, 001A,3,"ARNOLD, J         ",4,33,38,41,51,33,22,10,6,0,3,0,2
CHEM, 003A,1,"PEDERSEN, S F     ",9,47,42,81,53,57,70,60,59,0,0,0,49
CHEM, 003AL,1,"PEDERSEN, S F     ",0,236,127,66,25,7,8,4,1,0,0,0,7
CHEM, 003B,1,"VOLLHARDT, K P    ",3,39,18,28,14,24,21,25,19,6,4,8,12
CHEM, 003B,2,"VOLLHARDT, K P    ",2,56,23,29,29,32,34,29,28,13,11,8,15
CHEM, 003BL,1,"LI, C             ",56,172,59,30,37,0,0,2,0,0,0,0,1
CHEM, 003BL,2,"LI, C             ",50,111,31,24,23,1,1,1,0,0,0,0,1
CHEM, 004A,1,"SAYKALLY, R J     ",5,39,12,18,61,18,7,28,17,0,3,0,8
CHEM,15,1,"GROVES, J         ",0,25,0,0,22,0,0,4,0,0,0,0,0
CHEM,103,1,"CHANG, C          ",2,23,7,11,12,6,2,4,2,0,0,0,0
CHEM, 104A,1,"YANG, P           ",0,3,8,9,15,10,5,9,4,0,3,0,4
CHEM,105,1,"WILLIAMS, E       ",2,7,2,2,4,3,1,3,1,0,1,0,0
CHEM,108,1,"ANDERSEN, R A     ",1,3,2,0,3,1,0,0,0,0,0,0,1
CHEM, 112A,1,"ELLMAN, J A       ",6,44,9,14,38,8,8,46,8,0,6,0,11
CHEM,113,1,"VIERNES, N L      ",5,17,4,6,2,3,3,0,0,0,0,0,1
CHEM, 120A,1,"LESTER, W A       ",0,6,6,4,17,7,15,14,6,0,5,0,3
CHEM, 120B,1,"CHANDLER, D       ",2,23,14,0,24,0,0,9,0,0,0,0,1
CHEM,125,1,"HARRIS, C B       ",2,1,1,1,5,0,0,2,0,1,3,0,1
CHEM,135,1,"FRANCIS, M B      ",2,51,3,9,20,1,6,8,2,0,3,0,0
CHEM,143,1,"CERNY, J          ",0,5,0,5,2,2,1,2,2,0,0,0,1
CHEM,C178,1,"SEGALMAN, R A     ",1,1,2,4,4,1,0,1,0,0,0,0,0
CHICANO,40,1,"DAVILA-SANCHEZ, A ",0,11,7,7,0,0,0,0,0,0,0,0,1
CHICANO,50,1,"SARAGOZA, A M     ",7,15,28,14,18,8,4,1,1,0,1,0,2
CHICANO,130,1,"RODRIGUEZ, C H    ",4,6,4,6,2,1,1,0,0,0,0,0,1
CHICANO, 135A,1,"TELLES, R         ",0,18,25,13,6,1,0,1,0,0,0,0,0
CHICANO, 150B,1,"MONTEJANO, D      ",0,1,7,6,2,2,0,0,0,0,0,0,0
CHICANO,172,1,"GUERRERO, B       ",0,4,12,5,3,3,2,0,0,0,0,0,0
CHICANO,180,1,"RODRIGUEZ, C H    ",5,6,3,3,1,0,0,0,1,0,0,0,0
CHINESE, 001A,1,"YANG, Y           ",0,6,5,0,0,0,0,0,0,0,0,0,0
CHINESE, 001A,2,"YANG, Y           ",0,8,2,2,0,0,0,1,0,0,0,0,1
CHINESE, 001A,3,"YANG, Y           ",0,7,4,1,3,1,0,0,0,0,0,0,0
CHINESE, 001A,4,"YANG, Y           ",0,6,7,4,2,1,0,0,0,0,0,0,0
CHINESE, 001A,5,"YANG, Y           ",0,3,4,5,3,0,0,1,0,0,0,0,0
CHINESE, 001A,6,"YANG, Y           ",0,10,5,0,2,0,0,0,0,0,0,0,0
CHINESE, 001AX,1,"LIU, L            ",0,9,5,3,1,0,0,0,0,0,0,0,0
CHINESE, 001AX,2,"LIU, L            ",0,6,7,1,0,0,0,0,0,0,0,0,0
CHINESE, 001AX,3,"LIU, L            ",0,5,4,1,1,1,0,0,0,0,0,0,0
CHINESE, 001AX,4,"LIU, L            ",0,11,4,2,0,0,0,0,0,0,0,0,0
CHINESE, 001AY,1,"ZHANG, L          ",0,15,3,0,1,0,0,1,0,0,0,0,0
CHINESE, 001AY,2,"ZHANG, L          ",0,8,9,3,1,0,0,0,0,0,0,0,0
CHINESE, 001AY,3,"ZHANG, L          ",0,13,2,2,1,0,0,0,0,0,0,0,0
CHINESE, 007A,1,"CSIKSZENTMIHALYI, ",0,17,7,5,12,1,1,3,1,0,0,0,0
CHINESE, 010A,1,"CHU, C P          ",0,7,1,2,1,0,0,1,0,0,0,0,0
CHINESE, 010A,2,"CHU, C P          ",0,9,3,0,1,1,0,0,0,0,0,0,0
CHINESE, 010A,3,"CHU, C P          ",0,7,4,0,1,0,0,0,0,0,0,0,0
CHINESE, 010AX,1,"HUANG, C          ",0,6,8,1,0,1,0,0,0,0,0,0,0
CHINESE, 010AX,2,"HUANG, C          ",0,11,1,1,0,0,0,0,0,0,1,0,0
CHINESE, 010AX,3,"GAO, H            ",0,11,1,1,1,0,0,0,0,0,0,0,0
CHINESE, 010AX,4,"GAO, H            ",0,6,2,2,2,0,1,0,0,0,0,0,0
CHINESE, 010AX,5,"ZHANG, L          ",0,6,2,4,1,0,0,0,0,0,0,0,0
CHINESE, 010AX,6,"ZHANG, L          ",0,4,5,2,0,0,0,0,0,0,0,0,0
CHINESE, 100A,1,"ZHANG, Y          ",0,4,4,1,2,2,1,0,0,0,0,0,1
CHINESE, 100A,2,"ZHANG, Y          ",0,6,5,0,1,1,0,0,0,0,0,0,0
CHINESE, 100AX,1,"LI, I             ",0,9,5,1,3,1,0,0,0,0,0,0,0
CHINESE, 100AX,2,"GUO, S            ",0,10,1,2,1,2,0,0,0,0,0,0,0
CHINESE, 100AX,3,"ZHU, Y            ",0,9,7,2,0,0,0,0,0,0,0,0,0
CHINESE, 100AX,4,"ZHU, Y            ",0,8,5,2,2,0,0,0,0,0,0,0,0
CHINESE,101,1,"LI, I             ",0,7,8,1,0,0,0,0,0,0,0,0,0
CHINESE,101,2,"GUO, S            ",0,3,8,1,5,0,0,0,0,0,0,0,0
CHINESE, 110A,1,"ASHMORE, R        ",0,13,11,4,1,1,0,1,2,0,0,0,0
CHINESE,111,1,"LI, I             ",0,11,3,3,1,0,0,0,0,0,0,0,1
CHINESE,155,1,"VOLPP, S Y        ",0,4,10,5,1,0,0,0,0,0,0,0,0
CHINESE,159,1,"SCHAEFER, W       ",0,3,7,3,3,4,0,0,0,1,0,0,0
CHM ENG,140,1,"RADKE, C J        ",2,11,10,12,15,14,24,18,5,0,5,0,1
CHM ENG, 150B,1,"BELL, A T         ",5,20,16,21,13,6,6,4,1,0,0,0,3
CHM ENG,154,1,"KATZ, A           ",1,19,12,7,12,4,0,5,0,0,0,0,1
CHM ENG,160,1,"BLANCH, H W       ",3,20,5,4,3,0,0,0,0,0,0,0,0
CHM ENG,160,2,"ALESANDRINI, C G  ",0,6,4,2,1,0,0,0,0,0,0,0,0
CHM ENG,162,1,"BALSARA, N P      ",2,7,1,5,5,5,1,1,1,0,2,0,2
CHM ENG, 170A,1,"CLARK, D S        ",1,11,8,0,13,8,0,2,1,0,1,0,0
CHM ENG,C178,1,"SEGALMAN, R A     ",4,11,6,7,4,2,0,2,0,0,0,0,0
CIV ENG,60,1,"OSTERTAG, C P     ",3,9,7,20,16,8,5,4,2,2,1,0,1
CIV ENG,70,1,"JOHNSON, K A      ",0,16,16,9,13,6,5,6,2,0,0,0,0
CIV ENG,93,1,"HANSEN, M         ",1,23,24,16,11,3,3,4,0,2,2,0,0
CIV ENG,100,1,"CHOW, F K         ",4,18,5,4,20,9,10,10,6,0,0,0,0
CIV ENG,101,1,"VARIANO, E A      ",1,7,10,4,3,1,0,0,0,0,0,0,0
CIV ENG,107,1,"NAZAROFF, W W     ",1,12,6,8,6,2,1,3,0,0,0,0,1
CIV ENG,111,1,"NELSON, K L       ",3,12,4,8,9,6,4,10,4,0,0,0,3
CIV ENG,115,1,"SEDLAK, D L       ",1,7,3,14,12,0,4,1,0,0,1,0,1
CIV ENG,120,1,"ASTANEH-ASL, A    ",22,16,7,2,3,1,0,0,0,0,0,0,0
CIV ENG,122,1,"STOJADINOVIC, B   ",1,8,7,4,4,3,1,1,1,0,0,0,0
CIV ENG,123,1,"MOEHLE, J P       ",1,12,0,3,7,3,0,0,0,0,0,0,0
CIV ENG,124,1,"FENNELL, W A      ",13,13,6,18,0,0,0,0,0,0,0,0,0
CIV ENG,130,1,"LI, S             ",1,10,16,29,23,14,5,10,2,0,0,1,0
CIV ENG,131,1,"LI, S             ",6,17,10,4,3,2,0,0,0,0,0,0,1
CIV ENG,153,1,"RAKAS, J M        ",2,14,3,1,1,0,0,0,0,0,0,0,0
CIV ENG,156,1,"WALKER, J L       ",2,6,6,4,7,2,1,1,0,0,0,0,0
CIV ENG,167,1,"IBBS, C W         ",0,4,11,4,20,5,0,22,9,0,1,0,0
CIV ENG,171,1,"GLASER, S D       ",1,4,2,7,7,0,4,3,3,0,0,0,0
CIV ENG,173,1,"RUBIN, Y N        ",4,8,14,5,7,8,3,2,0,0,0,0,0
CIV ENG,175,1,"SEED, R B         ",2,15,12,6,12,5,4,1,1,0,0,0,0
CIV ENG,177,1,"SHORT, R D        ",1,7,13,16,6,3,1,0,0,0,0,0,1
CIV ENG,191,1,"BAYEN, A M        ",7,13,6,1,2,2,1,1,1,0,0,0,0
CIV ENG,193,1,"CHOPRA, A K       ",0,5,6,1,1,1,0,0,1,0,0,0,0
CIV ENG,C030,1,"STEIGMANN, D J    ",1,3,2,4,4,3,3,3,8,5,2,1,3
CIV ENG,C030,2,"ARMERO, F         ",1,4,1,4,7,7,7,7,5,3,1,3,0
CLASSIC, 010A,1,"GRIFFITH, M       ",3,16,31,34,19,11,5,3,2,0,0,0,0
CLASSIC, 017A,1,"GREENEWALT, C H   ",0,1,10,2,4,5,1,2,1,1,0,0,0
CLASSIC,34,1,"SYED, Y           ",0,25,0,1,2,1,0,0,0,0,0,0,0
CLASSIC, 039I,1,"PENA, J T         ",0,1,3,3,4,1,0,0,0,0,0,0,0
CLASSIC,121,1,"BULLOCH, A W      ",2,17,13,14,12,3,2,0,0,0,0,0,0
CLASSIC,130,1,"FURIYA, S         ",0,0,5,4,7,1,0,0,0,0,0,0,0
CLASSIC,163,1,"LONG, A A         ",1,6,9,7,1,0,1,1,0,0,0,0,0
COG SCI,C001,1,"GRIFFITHS, T      ",2,18,23,17,17,7,3,10,10,0,0,0,2
COG SCI,C100,1,"LOMBROZO, T       ",2,17,15,9,5,6,3,4,3,0,0,0,3
COG SCI,C104,1,"LAKOFF, G P       ",4,10,5,3,3,2,0,0,0,1,0,0,0
COG SCI,C127,1,"IVRY, R           ",1,10,10,9,13,14,4,8,2,1,0,0,1
COLWRIT, 010A,1,"LEVINE, J         ",0,3,5,4,2,0,0,0,0,0,0,0,0
COLWRIT, 010A,2,"HILL, C           ",0,11,1,4,0,0,0,0,0,0,0,0,0
COLWRIT,110,1,"TOLLEFSON, S K    ",0,6,5,2,2,0,0,0,0,0,0,0,0
COLWRIT,151,1,"COLE, C           ",0,9,3,4,2,0,0,0,0,0,0,0,0
COLWRIT,R001A,1,"COLE, C           ",0,0,4,1,1,2,1,0,0,0,1,0,1
COLWRIT,R001A,2,"FLASH, D M        ",0,0,1,4,4,2,1,0,0,0,0,0,0
COLWRIT,R001A,3,"LEE, K H          ",0,0,0,1,5,6,0,0,0,0,0,0,0
COLWRIT,R001A,6,"FLASH, D M        ",0,0,1,6,5,0,1,0,0,0,0,0,1
COLWRIT,R001A,7,"LANG, J C         ",0,0,0,2,2,7,1,0,0,0,0,0,0
COLWRIT,R001A,8,"LARKIN, M E       ",0,2,0,1,4,3,2,1,0,0,0,0,0
COLWRIT,R001A,9,"WALD, M           ",0,2,1,1,1,2,3,0,0,0,0,0,1
COLWRIT,R001A,11,"STEENLAND, P      ",0,0,0,3,3,1,1,1,1,0,0,0,1
COLWRIT,R001A,12,"CRISP, T E        ",2,2,0,2,5,0,0,0,0,0,0,0,0
COLWRIT,R001A,13,"GROVER, M         ",1,1,3,3,2,4,0,0,0,0,0,0,0
COLWRIT,R001A,14,"DELP, V           ",0,0,1,0,1,3,1,1,1,0,0,0,3
COLWRIT,R001A,15,"OAKES, C J        ",0,0,2,3,6,3,0,0,0,0,0,0,0
COLWRIT,R001A,16,"BOBO, S           ",0,0,1,1,4,0,6,0,0,0,0,0,2
COLWRIT,R001A,17,"HAMMONS, P J      ",0,4,0,1,0,1,3,1,0,1,0,0,0
COLWRIT,R001A,19,"BAPTISTE, M C     ",0,0,0,1,7,0,1,4,1,0,0,0,0
COLWRIT,R001A,21,"CHIANG, Y D       ",0,1,2,5,0,1,2,0,0,0,0,0,0
COLWRIT,R001A,22,"KIRN, H N         ",0,0,0,1,6,1,3,1,0,0,0,0,1
COLWRIT,R001A,23,"BAPTISTE, M C     ",0,0,0,0,5,1,1,1,0,1,0,0,2
COLWRIT,R001A,24,"HAMMONS, P J      ",0,1,0,3,0,1,3,2,1,0,1,0,0
COLWRIT,R001A,25,"HILL, C           ",0,0,4,1,1,7,1,0,0,0,0,0,0
COLWRIT,R001A,27,"LANG, J C         ",1,4,0,1,3,2,2,0,0,0,0,0,0
COLWRIT,R001A,30,"CRISP, T E        ",0,1,6,3,1,2,1,0,0,0,0,0,0
COLWRIT,R001A,31,"JOHNSON, T G      ",2,0,2,2,1,2,3,0,0,0,0,0,0
COLWRIT,R004B,1,"STEENLAND, P      ",0,3,4,1,2,2,0,3,0,0,1,0,1
COLWRIT,R004B,2,"LARKIN, M E       ",0,10,2,1,2,0,0,0,0,0,0,0,0
COLWRIT,R004B,3,"CHIANG, Y D       ",0,2,3,2,6,2,0,0,0,0,0,0,1
COLWRIT,R004B,4,"OFFEN-BROWN, G    ",0,6,2,4,1,2,1,0,0,0,0,0,0
COLWRIT,R004B,5,"OFFEN-BROWN, G    ",1,6,2,5,2,0,1,0,0,0,0,0,0
COLWRIT,R004B,6,"OAKES, C J        ",0,0,7,5,2,0,0,0,0,0,0,0,0
COLWRIT,R004B,7,"LEVINE, J         ",0,2,8,4,3,0,0,0,0,0,0,0,0
COM LIT,20,1,"HAMPTON, T        ",0,15,11,8,10,0,1,1,0,0,0,0,0
