COURSE,COURSE NUMBER,COURSE SECTION,INSTRUCTOR NAME,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete
CUNEIF, 100A,1,"PEARCE, L E       ",0,7,2,1,0,0,1,0,0,0,0,0,1,0,,0,,0
CUNEIF, 103A,1,"VELDHUIS, N C     ",0,2,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
EGYPT, 100A,1,"WILLIAMSON, J     ",1,5,3,2,0,0,0,0,1,0,0,0,0,0,,0,,0
HEBREW, 001A,1,"BOYARIN, C        ",4,1,7,0,1,1,0,0,0,0,0,0,0,1,,0,,0
HEBREW, 001A,2,"BOYARIN, C        ",3,7,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
HEBREW, 020A,1,"ADLER, R          ",1,2,0,0,0,0,0,1,0,0,0,0,0,2,,0,,0
HEBREW, 100A,1,"ADLER, R          ",0,3,0,1,0,0,0,0,0,0,0,0,0,2,,0,,0
HEBREW, 107A,1,"ADLER, R          ",0,3,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
JEWISH, 039C,1,"ROSENBLATT, E     ",0,2,7,0,0,0,0,0,0,0,0,0,0,3,,0,,0
JEWISH, 039D,1,"ROSENBERG, J      ",1,4,5,5,1,0,0,0,0,0,0,0,0,1,,0,,0
NE STUD,10,1,"HAYES, J L        ",0,13,5,1,7,1,1,4,0,0,2,0,3,7,,6,,0
NE STUD,18,1,"WILLIAMSON, J     ",31,30,26,1,1,0,0,0,0,0,0,0,0,6,,0,,0
NE STUD,24,1,"SIDDIQ, M         ",1,10,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0
NE STUD, 105A,1,"VELDHUIS, N C     ",0,8,6,2,0,0,0,0,0,0,0,0,0,3,,0,,0
NE STUD,108,1,"ROCHBERG, F       ",0,5,3,0,0,0,0,0,0,0,0,0,0,2,,0,,0
NE STUD, 124A,1,"PORTER, B         ",0,6,11,0,3,2,1,0,0,0,0,0,0,2,,0,,0
NE STUD, 146A,1,"BAZIAN, H A       ",14,26,11,7,0,0,0,0,0,0,0,0,0,6,,0,,1
NE STUD,C026,1,"MEHENDALE, S      ",0,10,4,4,1,0,0,0,0,0,0,0,0,4,,0,,0
NE STUD,C120A,1,"FELDMAN, M        ",1,2,4,2,2,2,0,0,0,0,0,0,0,3,,0,,1
NE STUD,R001A,3,"FISHER, R A       ",0,5,6,3,1,0,0,1,0,0,0,1,0,0,,0,,0
NE STUD,R001B,1,"BROWN, B A        ",1,1,4,3,2,1,2,1,0,0,1,0,0,0,,0,,0
NE STUD,R001B,2,"BROWN, B A        ",0,1,3,4,1,2,2,0,1,1,0,0,0,0,,0,,0
PERSIAN, 001A,1,"ALAVI, S          ",0,7,1,0,1,0,0,0,0,0,0,0,0,0,,0,,0
PERSIAN, 001A,2,"SCHWARTZ, K L     ",2,3,5,0,1,0,0,0,0,0,0,0,0,3,,0,,0
PERSIAN, 011A,1,"PIRNAZAR, J       ",0,10,2,0,0,0,0,0,0,0,0,0,0,1,,0,,0
PERSIAN, 100A,1,"PIRNAZAR, J       ",1,9,7,2,0,0,0,0,0,0,0,0,0,0,,0,,0
PERSIAN, 101A,1,"PIRNAZAR, J       ",0,11,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
TURKISH, 001A,1,"ALGAR, A E        ",4,2,1,0,0,0,0,0,0,0,0,0,0,3,,0,,0
TURKISH, 100A,1,"ALGAR, A E        ",0,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
TURKISH, 101A,1,"ALGAR, A E        ",1,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
NUC ENG,92,1,"BORRELLI, R A     ",0,4,5,4,2,0,1,1,0,0,0,0,0,10,,2,,0
NUC ENG,101,1,"NORMAN, E B       ",1,3,11,7,4,5,5,3,0,0,2,0,0,0,,2,,0
NUC ENG,120,1,"HOSEMANN, P       ",0,4,8,5,2,1,0,0,0,0,0,0,0,0,,0,,0
NUC ENG,124,1,"AHN, J            ",2,6,4,3,2,1,0,0,0,0,0,0,0,0,,0,,0
NUC ENG,161,1,"BERGER, R E       ",1,4,5,6,4,1,3,1,0,0,0,0,0,0,,0,,0
NUC ENG,175,1,"PETERSON, P F     ",0,3,0,0,2,0,0,0,0,0,0,0,0,0,,0,,0
NUC ENG,180,1,"MORSE, E C        ",1,6,2,1,4,0,0,0,0,0,0,0,0,0,,0,,0
NUSCTX,10,1,"FLEMING, S        ",88,281,63,42,90,20,11,25,9,0,5,1,5,78,,8,,1
NUSCTX,98,6,"JOHNSON, D E      ",0,0,0,0,0,0,0,0,0,0,0,0,0,12,,1,,0
NUSCTX,103,1,"FLEMING, S        ",7,21,24,26,12,9,0,8,4,0,3,0,3,2,,1,,1
NUSCTX,110,1,"BJELDANES, L F    ",1,21,3,2,21,3,8,14,4,0,0,0,0,4,,0,,0
NUSCTX,150,1,"NAPOLI, J L       ",3,6,12,3,13,12,4,3,1,0,1,0,0,1,,0,,0
NUSCTX, 161A,1,"MCCOY, C E        ",2,13,6,3,9,2,1,2,0,1,0,0,0,2,,0,,0
NUSCTX, 161B,1,"MCCOIN, M C       ",1,11,7,3,0,1,0,0,0,0,0,0,0,1,,0,,0
NUSCTX,166,1,"WAKIMOTO, P       ",4,22,18,12,7,4,0,0,0,0,0,0,0,2,,0,,0
NUSCTX,171,1,"LEITMAN, D        ",1,11,0,10,2,0,0,0,0,0,0,0,0,0,,0,,0
NUSCTX,171,2,"LEITMAN, D        ",0,2,0,3,3,0,0,0,0,0,0,0,0,0,,0,,0
NUSCTX,192,1,"MCCOIN, M C       ",7,13,4,1,0,0,0,0,0,0,0,0,0,0,,0,,0
NUSCTX,198,4,"MCCOIN, M C       ",0,0,0,0,0,0,0,0,0,0,0,0,0,10,,1,,0
VIS SCI,84,2,"POLSE, K A        ",0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,,1
PB HLTH,98,2,"RINCON, A         ",0,0,0,0,0,0,0,0,0,0,0,0,0,7,,1,,0
PB HLTH,98,6,"SKIBOLA, C        ",0,0,0,0,0,0,0,0,0,0,0,0,0,12,,1,,0
PB HLTH,98,7,"NICAS, M          ",0,0,0,0,0,0,0,0,0,0,0,0,0,13,,2,,0
PB HLTH,98,67,"POTTS, D M        ",0,0,0,0,0,0,0,0,0,0,0,0,0,8,,1,,0
PB HLTH,116,1,"POTTS, D M        ",0,0,0,0,0,0,0,0,0,0,0,0,0,531,,27,,1
PB HLTH,140,1,"TARTER, M E       ",9,2,3,6,6,3,1,2,0,0,0,0,0,0,,0,,0
PB HLTH,142,1,"SELVIN, S         ",33,92,90,34,15,4,1,0,5,0,0,0,0,0,,0,,4
PB HLTH, 150B,1,"RAPPAPORT, S M    ",4,15,9,11,20,6,2,10,2,0,0,0,0,6,,0,,0
PB HLTH, 150D,1,"DRATLER, S J      ",10,58,11,34,8,9,1,1,0,0,0,0,0,4,,0,,1
PB HLTH, 162A,1,"DAILEY, P         ",4,17,6,21,37,42,19,14,14,3,4,1,4,3,,6,,1
PB HLTH, 162L,1,"LORETZ, K         ",0,1,2,1,8,0,1,1,0,0,0,0,1,1,,0,,0
PB HLTH, 162L,2,"LORETZ, K         ",1,3,1,2,4,1,0,1,1,0,2,0,0,0,,0,,0
PB HLTH, 162L,3,"LORETZ, K         ",0,3,2,1,7,0,1,0,0,0,0,0,1,0,,0,,2
PB HLTH, 162L,4,"LORETZ, K         ",1,1,0,0,8,1,2,2,1,0,1,0,0,1,,0,,0
PB HLTH, 162L,5,"LORETZ, K         ",0,2,1,0,8,1,0,2,0,0,1,0,2,0,,0,,0
PB HLTH, 162L,6,"LORETZ, K         ",0,4,3,2,7,0,0,1,0,0,0,0,0,0,,0,,0
PB HLTH,180,1,"POTTS, D M        ",2,32,25,14,5,4,2,4,0,0,0,0,1,14,,0,,0
PB HLTH,181,1,"POTTS, D M        ",16,80,30,13,0,2,2,0,1,0,0,0,1,3,,0,,1
PB HLTH,183,1,"HOOK, E B         ",4,1,1,3,1,2,2,2,0,1,0,0,1,5,,1,,2
PB HLTH,198,65,"POTTS, D M        ",0,0,0,0,0,0,0,0,0,0,0,0,0,8,,1,,0
PB HLTH,198,67,"POTTS, D M        ",0,0,0,0,0,0,0,0,0,0,0,0,0,8,,1,,0
PB HLTH,C129,1,"JAGUST, W J       ",2,13,11,9,5,5,1,1,0,0,0,1,0,7,,0,,0
PHILOS,2,1,"SLUGA, H D        ",0,7,20,19,19,11,1,1,1,0,0,0,4,38,,4,,0
PHILOS,3,1,"CAMPBELL, J J     ",1,12,20,24,41,15,10,5,1,0,0,1,2,40,,1,,0
PHILOS, 012A,1,"ROUSH, S M        ",10,29,15,9,15,4,3,4,6,1,0,0,0,25,,10,,2
PHILOS, 025A,1,"CORCILIUS, K      ",0,22,40,35,30,19,6,5,3,1,0,1,2,18,,5,,1
PHILOS,100,1,"WARREN, D M       ",0,5,12,16,11,1,3,0,1,0,0,0,0,2,,1,,1
PHILOS,104,1,"WALLACE, R J      ",0,6,17,16,12,14,3,3,1,0,0,0,3,10,,0,,3
PHILOS,116,1,"MUNOZ-DARDE, V    ",1,2,2,3,3,1,0,1,0,0,0,0,0,0,,0,,0
PHILOS,122,1,"STROUD, B G       ",1,16,6,16,24,7,6,4,1,0,0,0,2,6,,1,,2
PHILOS,133,1,"SEARLE, J R       ",3,20,21,34,11,6,6,1,1,0,0,0,1,6,,0,,0
PHILOS,134,1,"YALCIN, S         ",1,10,5,1,1,0,2,1,0,0,1,0,1,4,,2,,0
PHILOS,136,1,"MARTIN, M         ",0,3,4,9,13,6,1,0,0,0,1,0,0,3,,3,,0
PHILOS,138,1,"SEARLE, J R       ",2,21,14,3,6,4,3,4,1,0,0,0,0,3,,0,,0
PHILOS,170,1,"CROCKETT, T D     ",0,4,6,5,5,11,5,5,0,0,0,0,4,2,,1,,2
PHILOS,178,1,"WARREN, D M       ",0,5,6,6,5,5,3,1,0,0,0,0,1,2,,1,,2
PHILOS,189,1,"KAISER, K U       ",1,7,4,2,1,1,0,0,0,0,0,0,1,0,,0,,1
PHILOS,R001B,1,"ENGEN, A D        ",0,4,8,3,2,0,0,0,0,0,0,0,0,0,,0,,0
PHILOS,R001B,2,"ENGEN, A D        ",0,4,7,2,1,1,0,0,0,0,0,0,0,0,,0,,0
PHYS ED,1,1,"STEFKE, E J       ",0,0,0,0,0,0,0,0,0,0,0,0,0,16,,0,,0
PHYS ED,1,2,"STEFKE, E J       ",0,0,1,0,0,0,0,0,0,0,0,0,0,9,,0,,0
PHYS ED,1,3,"RORK, L H         ",0,6,0,0,2,0,0,0,0,0,0,0,0,13,,1,,0
PHYS ED,1,4,"LI-JUE, S Y       ",0,1,6,1,1,0,0,0,0,0,0,0,0,27,,1,,0
PHYS ED,1,5,"LI-JUE, S Y       ",0,3,1,0,0,1,0,0,0,0,0,0,1,28,,0,,0
PHYS ED,1,6,"BRITTON, J E      ",0,2,0,0,5,0,0,1,0,0,0,0,0,22,,0,,0
PHYS ED,1,7,"BRITTON, J E      ",0,0,0,1,1,0,0,0,0,0,0,0,0,21,,1,,0
PHYS ED,1,8,"LI-JUE, S Y       ",0,5,3,0,2,0,0,0,0,0,0,0,0,4,,3,,0
PHYS ED,1,9,"JOHANNESSEN, S    ",0,8,0,0,0,0,0,0,0,0,0,0,0,7,,0,,0
PHYS ED,1,10,"JOHANNESSEN, S    ",0,9,0,0,0,0,0,0,0,0,0,0,0,12,,0,,0
PHYS ED,1,11,"MAR, T L          ",0,9,0,0,2,0,0,2,0,0,1,0,0,10,,5,,0
PHYS ED,1,12,"MAR, T L          ",0,13,0,0,3,0,0,1,0,0,1,0,0,12,,0,,0
PHYS ED,1,13,"MAR, T L          ",0,6,0,0,0,0,0,3,0,0,2,0,0,17,,2,,0
PHYS ED,1,14,"MAR, T L          ",0,11,0,0,3,0,0,0,0,0,0,0,0,12,,5,,0
PHYS ED,1,15,"LI-JUE, S Y       ",0,4,0,1,0,0,0,0,0,0,0,0,0,13,,0,,0
PHYS ED,1,16,"MAR, T L          ",0,14,0,0,4,0,0,0,0,0,0,0,0,10,,3,,0
PHYS ED,1,17,"BRITTON, J E      ",0,11,0,0,2,0,0,0,0,0,0,0,0,10,,0,,0
PHYS ED,1,18,"MAR, T L          ",0,13,1,0,2,0,0,0,0,0,0,0,0,11,,5,,0
PHYS ED,1,19,"BRITTON, J E      ",0,10,0,0,1,0,0,0,0,0,0,0,0,9,,0,,0
PHYS ED,1,20,"BRITTON, J E      ",0,9,0,0,2,0,0,1,0,0,0,0,0,7,,0,,0
PHYS ED,1,21,"WONG, D K         ",0,3,0,0,0,0,0,0,0,0,0,0,0,17,,3,,0
PHYS ED,1,22,"WONG, D K         ",0,2,0,0,0,0,0,0,0,0,0,0,0,18,,0,,0
PHYS ED,1,23,"WONG, D K         ",0,1,0,0,0,0,0,0,0,0,0,0,0,13,,2,,0
PHYS ED,1,24,"WONG, D K         ",0,3,0,0,0,0,0,0,0,0,0,0,1,18,,1,,0
PHYS ED,1,25,"WONG, D K         ",0,5,0,0,0,0,0,0,0,0,0,0,0,16,,2,,0
PHYS ED,1,26,"WONG, D K         ",0,3,0,0,0,0,0,1,0,0,0,0,0,13,,0,,0
PHYS ED,1,27,"WONG, D K         ",0,2,0,1,0,0,0,0,1,0,0,0,0,9,,2,,0
PHYS ED,1,28,"AHN, R C          ",0,4,0,0,1,0,0,0,0,0,0,0,0,12,,2,,0
PHYS ED,1,29,"AHN, R C          ",1,5,0,0,4,0,0,0,0,0,0,0,1,11,,0,,0
PHYS ED,1,30,"AHN, R C          ",0,1,0,1,3,0,0,0,0,0,0,0,0,11,,0,,0
PHYS ED,1,31,"AHN, R C          ",0,1,0,1,1,0,0,0,0,0,0,0,0,13,,1,,0
PHYS ED,1,32,"AHN, R C          ",0,4,0,0,4,1,1,0,0,0,0,0,0,6,,0,,0
PHYS ED,1,33,"AHN, R C          ",0,5,0,0,0,0,0,1,0,0,0,0,0,9,,1,,0
PHYS ED,1,34,"AHN, R C          ",0,4,2,1,2,0,1,0,0,0,0,0,0,7,,3,,0
PHYS ED,1,35,"AHN, R C          ",0,3,0,0,4,0,0,1,0,0,0,0,0,6,,0,,0
PHYS ED,1,36,"AHN, R C          ",0,5,0,1,5,0,0,0,0,0,0,0,2,6,,2,,0
PHYS ED,1,37,"MORRIS, R A       ",2,2,0,1,0,0,2,0,0,0,0,0,0,12,,1,,0
PHYS ED,1,38,"MORRIS, R A       ",1,4,0,0,0,0,1,0,0,0,0,0,0,14,,0,,0
PHYS ED,1,39,"CARAWAY, W J      ",0,1,0,2,1,1,2,0,0,0,0,0,0,10,,0,,0
PHYS ED,2,1,"STEFKE, E J       ",0,1,0,0,0,0,0,0,0,0,0,0,0,10,,2,,0
PHYS ED,2,2,"STEFKE, E J       ",1,0,0,1,0,0,0,1,0,0,0,0,0,18,,0,,0
PHYS ED,2,3,"RORK, L H         ",0,10,0,0,1,0,0,0,0,0,0,0,0,21,,0,,0
PHYS ED,2,4,"LI-JUE, S Y       ",0,3,0,3,1,0,0,0,0,0,0,0,0,17,,3,,0
PHYS ED,2,5,"LI-JUE, S Y       ",0,1,1,0,0,0,0,0,0,0,0,0,0,21,,0,,0
PHYS ED,2,6,"BRITTON, J E      ",1,2,0,1,0,0,0,0,0,0,0,0,0,22,,0,,0
PHYS ED,2,7,"LI-JUE, S Y       ",0,4,0,0,0,0,0,0,0,0,0,0,0,5,,3,,0
PHYS ED,2,8,"MAR, T L          ",0,17,0,0,0,0,0,0,0,0,0,0,0,9,,6,,0
PHYS ED,2,9,"AHN, R C          ",0,3,0,0,1,0,0,0,0,0,0,0,0,7,,2,,0
PHYS ED,2,10,"AHN, R C          ",0,1,0,0,2,0,0,1,0,0,0,0,1,7,,1,,0
PHYS ED,2,11,"MORRIS, R A       ",0,1,0,1,0,0,1,0,0,0,0,0,0,10,,1,,0
PHYS ED,2,12,"MORRIS, R A       ",1,6,0,1,0,0,0,0,0,0,0,0,0,14,,1,,0
PHYS ED,2,13,"CARAWAY, W J      ",0,0,0,1,1,0,0,0,0,0,0,0,0,18,,0,,0
PHYS ED,2,14,"CARAWAY, W J      ",0,2,0,0,0,0,0,0,0,0,0,0,0,11,,1,,0
PHYS ED,3,1,"STEFKE, E J       ",1,0,0,1,0,0,0,0,0,0,0,0,0,19,,1,,0
PHYS ED,3,2,"STEFKE, E J       ",0,0,1,0,0,0,0,0,0,0,0,0,0,6,,2,,0
PHYS ED,3,3,"RORK, L H         ",0,5,0,0,2,0,0,0,0,0,0,0,0,25,,1,,0
PHYS ED,3,4,"RORK, L H         ",0,6,0,0,3,0,0,0,0,0,0,0,0,18,,1,,0
PHYS ED,3,5,"LI-JUE, S Y       ",0,4,0,0,0,0,0,0,0,0,0,0,0,8,,1,,0
PHYS ED,3,6,"BRITTON, J E      ",1,2,0,1,0,0,0,0,0,0,0,0,0,14,,1,,0
PHYS ED,3,7,"MAR, T L          ",0,12,0,0,2,0,0,0,0,0,0,0,2,5,,4,,0
PHYS ED,3,8,"MORRIS, R A       ",1,3,0,0,0,0,1,0,0,0,0,0,2,7,,1,,0
PHYS ED,3,9,"RORK, L H         ",0,6,0,0,2,0,0,0,0,0,0,0,0,15,,0,,0
PHYS ED,3,10,"RORK, L H         ",0,7,0,0,1,0,0,0,0,0,0,0,0,6,,0,,0
PHYS ED,3,11,"CARAWAY, W J      ",0,3,0,2,2,0,1,0,0,0,0,0,0,16,,0,,0
PHYS ED,4,1,"STEFKE, E J       ",1,0,0,0,0,0,0,0,0,0,0,0,0,16,,0,,0
PHYS ED,4,2,"STEFKE, E J       ",1,1,0,0,0,0,0,1,0,0,0,0,0,17,,2,,0
PHYS ED,4,3,"RORK, L H         ",0,9,0,2,0,0,0,1,0,0,0,0,0,10,,0,,0
PHYS ED,4,4,"MORRIS, R A       ",2,7,0,0,0,0,0,1,0,0,0,0,0,6,,0,,0
PHYS ED,4,5,"CARAWAY, W J      ",0,5,1,0,3,0,0,0,0,0,0,0,0,13,,0,,0
PHYS ED,11,1,"SCOTT, M K        ",0,15,0,0,0,0,0,0,0,0,0,0,2,0,,0,,0
PHYS ED,11,2,"SCOTT, M K        ",0,14,0,1,0,0,0,0,0,0,0,0,1,0,,0,,0
PHYS ED,11,3,"SCOTT, M K        ",0,24,11,8,2,0,1,0,0,0,0,0,1,12,,1,,0
PHYS ED,11,4,"SCOTT, M K        ",0,24,11,8,2,0,1,0,0,0,0,0,1,12,,1,,0
PHYS ED,11,5,"SCOTT, M K        ",0,0,7,2,0,0,0,0,0,0,0,0,2,2,,0,,0
PHYS ED,11,6,"SCOTT, M K        ",0,0,6,2,0,0,0,0,0,0,0,0,2,2,,0,,0
PHYS ED,11,7,"SCOTT, M K        ",0,104,0,1,0,2,0,0,0,0,0,0,1,0,,2,,0
PHYS ED,11,8,"SCOTT, M K        ",0,104,0,1,0,2,0,0,0,0,0,0,1,0,,2,,0
PHYS ED,11,11,"SCOTT, M K        ",0,22,0,3,0,0,0,0,0,0,0,0,0,1,,1,,0
PHYS ED,11,12,"SCOTT, M K        ",0,22,0,3,0,0,0,0,0,0,0,0,0,1,,1,,0
PHYS ED,11,13,"SCOTT, M K        ",0,33,0,0,0,0,0,0,0,0,0,0,2,0,,0,,0
PHYS ED,11,14,"SCOTT, M K        ",0,33,0,0,0,0,0,0,0,0,0,0,2,0,,0,,0
PHYS ED,11,15,"SCOTT, M K        ",0,9,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
PHYS ED,11,17,"SCOTT, M K        ",1,0,23,1,2,0,0,0,0,0,0,0,0,1,,1,,0
PHYS ED,11,18,"SCOTT, M K        ",0,0,23,1,2,0,0,0,0,0,0,0,0,1,,0,,0
PHYS ED,11,19,"SCOTT, M K        ",0,33,8,0,0,0,0,0,0,0,0,0,0,1,,0,,0
PHYS ED,11,20,"SCOTT, M K        ",0,33,8,0,0,0,0,0,0,0,0,0,0,1,,0,,0
PHYS ED,11,21,"SCOTT, M K        ",0,313,30,3,2,0,0,5,0,0,0,0,1,55,,6,,0
PHYS ED,11,22,"SCOTT, M K        ",0,312,30,3,3,0,0,7,0,0,0,0,1,53,,6,,0
PHYS ED,11,25,"SCOTT, M K        ",0,12,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0
PHYS ED,11,26,"SCOTT, M K        ",0,12,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0
PHYS ED,12,1,"SCOTT, M K        ",0,8,4,0,0,0,0,0,0,0,0,0,0,0,,0,,0
PHYS ED,12,2,"SCOTT, M K        ",0,7,5,0,0,0,0,0,0,0,0,0,0,0,,0,,0
PHYS ED,12,3,"SCOTT, M K        ",0,38,1,0,1,0,0,0,0,0,0,0,1,8,,7,,0
PHYS ED,12,4,"SCOTT, M K        ",0,40,0,0,1,0,0,0,0,0,0,0,1,8,,7,,0
PHYS ED,12,5,"SCOTT, M K        ",0,2,4,1,0,0,0,0,0,0,0,0,2,9,,1,,0
PHYS ED,12,6,"SCOTT, M K        ",0,2,4,1,0,0,0,0,0,0,0,0,2,9,,0,,0
PHYS ED,12,7,"SCOTT, M K        ",0,19,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0
PHYS ED,12,8,"SCOTT, M K        ",0,19,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0
PHYS ED,12,9,"SCOTT, M K        ",0,7,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0
PHYS ED,12,10,"SCOTT, M K        ",0,7,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0
PHYS ED,12,11,"SCOTT, M K        ",0,12,2,0,0,0,0,0,0,0,0,0,1,1,,0,,0
PHYS ED,12,12,"SCOTT, M K        ",0,12,2,0,0,0,0,0,0,0,0,0,1,1,,0,,0
PHYS ED,12,13,"SCOTT, M K        ",0,20,0,0,0,0,0,0,0,0,0,0,1,3,,0,,0
PHYS ED,12,14,"SCOTT, M K        ",0,20,0,0,0,0,0,0,0,0,0,0,1,4,,0,,0
PHYS ED,12,15,"SCOTT, M K        ",0,26,0,0,0,0,0,0,0,0,0,0,0,2,,2,,0
PHYS ED,12,16,"SCOTT, M K        ",0,26,0,0,0,0,0,0,0,0,0,0,0,2,,2,,0
PHYS ED,12,17,"SCOTT, M K        ",0,14,0,1,0,0,0,0,0,0,0,0,0,1,,0,,0
PHYS ED,12,18,"SCOTT, M K        ",0,15,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0
PHYS ED,12,19,"SCOTT, M K        ",0,22,7,0,0,0,0,0,0,0,0,0,1,0,,0,,0
PHYS ED,12,20,"SCOTT, M K        ",0,22,7,0,0,0,0,0,0,0,0,0,1,0,,0,,0
PHYS ED,12,21,"SCOTT, M K        ",0,8,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0
PHYS ED,12,22,"SCOTT, M K        ",0,8,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0
PHYS ED,12,23,"SCOTT, M K        ",0,1,13,0,0,0,0,0,0,0,0,0,1,1,,1,,0
PHYS ED,12,24,"SCOTT, M K        ",0,1,13,0,0,0,0,0,0,0,0,0,1,1,,1,,0
PHYS ED,12,25,"SCOTT, M K        ",0,12,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0
PHYS ED,12,26,"SCOTT, M K        ",0,12,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0
PHYS ED,12,27,"SCOTT, M K        ",0,21,5,0,0,0,0,0,0,0,0,0,0,0,,0,,0
PHYS ED,12,28,"SCOTT, M K        ",0,21,5,0,0,0,0,0,0,0,0,0,0,0,,0,,0
PHYS ED,12,29,"SCOTT, M K        ",0,210,8,0,0,0,0,7,1,0,0,0,3,47,,6,,0
PHYS ED,12,30,"SCOTT, M K        ",0,211,9,0,0,0,0,7,1,0,0,0,3,45,,5,,0
PHYS ED,32,1,"JOHANNESSEN, S    ",0,17,8,2,6,0,0,1,2,0,0,0,0,18,,1,,0
PHYS ED, 047A,1,"HAYWARD, J M      ",0,2,0,0,0,0,0,0,0,0,0,0,0,4,,0,,1
PHYS ED, 047B,1,"HAYWARD, J M      ",0,3,2,0,0,0,0,0,0,0,0,0,0,3,,0,,0
PHYS ED,98,1,"BRITTON, J E      ",0,0,0,0,0,0,0,0,0,0,0,0,0,28,,2,,0
PHYS ED,C165,1,"SCOTT, M K        ",0,4,6,3,2,0,0,0,0,0,0,0,1,0,,0,,0
PHYSICS, 007A,1,"SPELIOTOPOULOS, A ",1,33,18,29,27,26,25,22,12,0,0,0,1,8,,4,,0
PHYSICS, 007A,2,"SPELIOTOPOULOS, A ",1,33,19,27,33,17,20,27,22,0,2,0,0,2,,1,,3
PHYSICS, 007B,1,"STAHLER, S W      ",6,40,10,13,66,7,27,28,7,0,7,0,2,0,,2,,0
PHYSICS, 007B,2,"ZETTL, A          ",2,17,5,10,23,8,5,16,4,0,4,0,1,0,,0,,0
PHYSICS, 007B,3,"ZETTL, A          ",2,45,14,24,54,17,11,50,3,0,4,0,2,1,,4,,0
PHYSICS, 007C,1,"AGANAGIC, M       ",4,18,4,18,8,8,3,3,6,0,2,0,1,3,,0,,0
PHYSICS, 008A,1,"BUEHLER, T        ",7,51,25,44,40,42,26,23,25,0,11,0,3,6,,7,,2
PHYSICS, 008A,2,"BORDEL, C         ",8,44,43,42,42,39,30,29,26,0,8,0,9,3,,9,,2
PHYSICS, 008B,1,"FAJANS, J         ",8,20,9,28,23,9,13,21,7,0,5,0,1,1,,1,,0
PHYSICS, 008B,2,"FAJANS, J         ",17,39,16,52,44,21,23,40,14,0,5,0,2,0,,5,,1
PHYSICS,105,1,"HAGGARD, H M      ",3,20,5,4,23,1,1,7,1,0,2,0,1,1,,0,,0
PHYSICS, 110A,1,"QIU, Z Q          ",6,14,8,8,15,8,0,5,0,0,5,2,1,0,,0,,0
PHYSICS, 110A,2,"QIU, Z Q          ",5,11,6,9,6,8,0,4,0,0,1,1,0,1,,0,,0
PHYSICS, 110B,1,"ORENSTEIN, J W    ",3,10,4,2,6,3,0,2,0,0,2,0,1,2,,0,,0
PHYSICS,111,1,"HOLZAPFEL, W      ",2,18,5,2,8,2,0,1,0,0,0,0,2,0,,0,,1
PHYSICS,111,2,"HAEFFNER, H       ",6,11,3,10,7,3,1,0,0,0,1,1,3,0,,0,,0
PHYSICS,112,1,"GANOR, O J        ",2,10,11,25,4,9,2,6,1,0,0,0,2,0,,1,,0
PHYSICS,129,1,"KOLOMENSKY, Y     ",1,10,3,2,2,1,0,0,0,0,1,0,1,0,,0,,0
PHYSICS, 137A,1,"HUANG, X          ",1,17,17,17,18,9,1,5,1,0,0,1,3,1,,1,,0
PHYSICS, 137A,2,"CROMMIE, M        ",2,8,6,5,7,4,2,4,1,0,1,0,0,1,,0,,0
PHYSICS, 137B,1,"BOUSSO, R         ",7,11,7,4,15,8,0,5,0,0,3,0,3,0,,1,,0
PHYSICS, 141A,1,"VISHWANATH, A     ",3,10,11,9,2,0,0,0,0,0,0,0,0,0,,0,,1
PHYSICS,C010,1,"BOGGS, S E        ",3,15,16,15,18,9,8,10,1,0,0,0,3,85,,4,,1
PHYSICS,H007A,1,"BLOXHAM, M J      ",1,9,8,4,6,7,7,6,0,0,0,0,0,2,,0,,0
PHYSICS,H007B,1,"SIDDIQI, I        ",2,2,2,3,3,1,0,0,0,0,0,0,0,0,,0,,0
PHYSICS,H007C,1,"WANG, F           ",2,10,7,13,9,3,2,2,3,0,0,0,1,0,,0,,0
PLANTBI,10,1,"STASKAWICZ, B J   ",4,12,19,11,12,3,2,1,0,0,0,0,2,29,,4,,0
PLANTBI,24,2,"SPECHT, C D       ",0,0,0,0,0,0,0,0,0,0,0,0,0,16,,1,,0
