COURSE,COURSE NUMBER,COURSE SECTION,INSTRUCTOR NAME,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete
SOCIOL,105,1,"NASATIR, D        ",15,1,0,1,3,1,1,0,0,1,0,0,0,0,,0,,0
SOCIOL,110,1,"HUANG, L B        ",18,43,36,17,16,12,2,5,0,1,0,2,3,6,,1,,1
SOCIOL,111,1,"KELSEY, M E       ",33,84,47,19,13,5,2,4,1,0,0,0,3,10,,2,,1
SOCIOL,113,1,"LUCAS, S R        ",0,0,4,5,3,6,5,3,0,0,0,0,1,6,,2,,0
SOCIOL,117,1,"HUANG, L B        ",3,24,22,12,10,7,6,2,1,2,0,0,5,4,,1,,0
SOCIOL, 119T,1,"HEIMAN, B A       ",1,1,5,2,0,0,0,0,0,0,0,0,0,1,,0,,0
SOCIOL,121,1,"IVESTER, S        ",5,45,38,8,6,3,2,4,2,0,0,0,3,0,,0,,0
SOCIOL,124,1,"SMITH, S          ",2,20,15,10,15,5,2,3,1,0,1,0,3,5,,1,,0
SOCIOL,127,1,"LUECK, K          ",0,7,9,8,9,5,6,3,2,0,1,3,0,4,,1,,1
SOCIOL, 130AC,1,"REED, J M         ",0,22,30,18,16,11,1,0,1,0,0,1,3,15,,1,,0
SOCIOL, 131AC,1,"BARLOW, A L       ",1,8,9,7,7,7,1,6,0,0,1,0,1,4,,0,,1
SOCIOL,136,1,"REED, J M         ",0,8,7,6,24,6,0,2,1,0,1,0,0,2,,0,,0
SOCIOL,140,1,"LUECK, K          ",0,22,8,14,6,7,5,2,2,1,1,0,3,1,,1,,0
SOCIOL, 145L,1,"ENRIQUEZ, L J     ",0,4,2,1,8,5,0,6,1,2,0,1,2,17,,6,,0
SOCIOL,151,1,"FISCHER, C S      ",3,5,13,5,9,5,7,2,1,0,0,0,3,2,,1,,0
SOCIOL,160,1,"MORA-TORRES, G    ",8,30,20,4,38,10,13,12,8,5,6,4,8,13,,7,,0
SOCIOL,166,1,"KING, T D         ",8,9,12,8,7,7,7,5,1,0,2,1,2,9,,0,,4
SOCIOL,167,1,"KING, T D         ",2,36,67,37,42,22,12,18,7,2,3,1,3,16,,1,,4
SOCIOL, 180I,1,"IVESTER, S        ",4,14,22,8,11,7,1,2,1,1,0,0,0,1,,0,,0
SOCIOL,189,1,"GRINBERG, L       ",3,2,1,0,1,2,0,0,0,0,0,0,0,0,,2,,0
SOCIOL,190,1,"KARABEL, J        ",0,1,7,1,2,0,1,0,0,0,0,0,0,0,,0,,1
SOCIOL,190,2,"MORA-TORRES, G    ",0,5,1,1,0,1,0,0,0,0,0,0,2,0,,0,,0
SOCIOL,190,3,"FOX, C A          ",0,4,3,0,3,2,1,1,0,0,0,0,0,0,,0,,1
SOCIOL,190,4,"EMERY, H B        ",0,1,3,5,6,2,1,0,0,0,0,0,1,1,,0,,1
SOCIOL,190,5,"HOLZMEYER, C A    ",0,2,2,4,0,1,0,0,0,0,0,0,0,0,,0,,0
SOCIOL,190,6,"MASON, K A        ",0,2,6,4,0,1,3,0,0,0,0,1,1,0,,0,,0
SOCIOL,190,7,"WACQUANT, L       ",0,1,2,1,0,0,0,0,0,0,0,1,2,0,,0,,1
SOCIOL, 190AC,1,"BLOEMRAAD, I      ",0,2,4,5,4,1,0,0,0,0,0,0,1,0,,0,,0
SOCIOL,198,3,"WILLER, R B       ",0,0,0,0,0,0,0,0,0,0,0,0,0,39,,3,,0
SOCIOL,198,4,"FISCHER, C S      ",0,0,0,0,0,0,0,0,0,0,0,0,0,14,,4,,0
SOCIOL,198,7,"EMMANUEL, I M     ",0,0,0,0,0,0,0,0,0,0,0,0,0,13,,1,,0
SOCIOL,C126,1,"WILMOTH, J R      ",0,0,4,3,3,1,0,0,0,0,0,0,0,2,,1,,0
SOCIOL,C196W,1,"CAIN, B           ",0,0,0,1,0,0,0,0,0,0,0,0,0,1,,0,,0
SOCIOL,H190A,1,"BONNELL, V E      ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
SOCIOL,H190A,2,"KELSEY, M E       ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
PORTUG,11,1,"AZEVEDO, O        ",3,9,8,2,1,1,0,0,0,0,0,0,0,3,,2,,0
PORTUG,24,1,"SLATER, C         ",0,0,0,0,0,0,0,0,0,0,0,0,0,15,,1,,0
PORTUG, 101A,1,"BRUNE, K M        ",0,4,4,4,1,2,0,0,0,0,0,0,0,0,,0,,0
PORTUG, 101A,2,"SOUSA, R C        ",0,4,2,3,5,0,0,2,0,1,0,0,0,3,,0,,0
PORTUG, 101A,3,"ALT, A H          ",1,2,7,1,1,2,0,0,0,0,0,0,0,2,,0,,0
PORTUG, 101A,4,"VALENCIA, N       ",0,3,2,1,3,0,0,0,0,0,0,0,0,1,,1,,0
PORTUG, 101B,1,"LAGE, L K         ",6,6,5,2,0,0,0,0,0,0,0,0,0,1,,0,,0
PORTUG, 101B,2,"LAGE, L K         ",2,4,3,3,0,0,0,0,0,0,0,0,1,1,,0,,0
PORTUG, 101B,3,"LAGE, L K         ",0,4,2,0,0,0,0,0,0,0,0,0,0,1,,0,,0
PORTUG, 101B,4,"LAGE, L K         ",4,4,2,3,0,0,0,0,0,0,0,0,1,0,,0,,0
PORTUG,102,1,"DONOVAN, C F      ",2,8,2,2,10,0,0,2,0,0,0,0,1,4,,0,,0
PORTUG,103,1,"DONOVAN, C F      ",1,5,3,5,0,0,0,0,0,0,0,0,0,1,,0,,0
PORTUG,104,1,"KANEYASU MARANHAO,",4,7,0,3,0,1,0,1,0,0,1,0,0,0,,0,,1
PORTUG, 107B,1,"AZEVEDO, O        ",2,7,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
SPANISH,1,1,"PAENG, S          ",0,1,1,2,3,2,2,0,0,0,0,0,0,5,,3,,0
SPANISH,1,2,"RODRIGUEZ, D      ",2,3,1,0,3,2,1,1,0,0,0,0,0,7,,0,,0
SPANISH,1,3,"MURGA, S E        ",1,8,3,0,3,0,0,1,0,0,1,0,0,2,,1,,0
SPANISH,1,4,HERNANDEZ-RODRIGUE,0,8,3,0,6,1,1,0,1,1,0,0,0,0,,0,,0
SPANISH,1,5,"THOMAS, J         ",0,7,5,1,2,0,1,0,0,0,0,0,0,5,,0,,0
SPANISH,2,1,"LOPEZ MALAGAMBA, F",1,6,7,0,1,2,1,0,0,0,0,0,0,1,,0,,0
SPANISH,2,2,"JOSE, A V         ",0,5,3,3,0,1,1,1,0,0,0,0,0,3,,0,,0
SPANISH,2,3,"BIALOSTOZKY, J    ",1,7,5,3,1,2,1,1,0,0,0,0,0,3,,0,,0
SPANISH,2,4,"JOSE, A V         ",0,15,2,2,0,0,1,0,0,0,0,0,1,1,,0,,0
SPANISH,2,5,"PEREZ, M          ",0,5,3,2,3,2,0,1,0,0,0,0,0,2,,1,,0
SPANISH,3,1,"MUDIKUNEIL, J     ",1,5,3,0,2,0,0,0,0,0,0,0,0,5,,1,,0
SPANISH,3,2,"GRISCTI, S        ",2,10,4,1,2,1,0,0,0,0,0,0,0,0,,0,,0
SPANISH,3,3,"DIAZ-VELEZ, J     ",0,9,6,0,1,0,0,0,0,0,0,0,0,2,,0,,0
SPANISH,3,4,"SALVATIERRA, L    ",1,7,7,1,1,0,0,0,0,0,0,0,0,4,,0,,0
SPANISH,3,5,"MESROBIAN, L N    ",0,6,3,4,3,0,1,0,0,0,0,0,0,1,,1,,0
SPANISH,3,6,"OSPINA LEON, J    ",0,1,6,6,0,0,0,0,0,0,0,0,0,4,,1,,0
SPANISH,4,1,"OLSEN, E B        ",0,7,2,2,0,2,0,0,1,0,0,0,0,0,,0,,0
SPANISH,4,2,"MESROBIAN, L N    ",0,2,4,5,2,1,0,1,0,0,0,0,0,3,,0,,0
SPANISH,4,3,"OLSEN, E B        ",0,6,8,3,0,0,0,2,0,0,0,0,0,1,,0,,0
SPANISH,4,4,"LAMBE, K M        ",0,3,7,4,1,0,0,0,0,0,0,0,1,1,,0,,0
SPANISH,4,5,"LEE, M H          ",0,5,4,6,1,0,0,0,0,0,0,0,0,3,,0,,0
SPANISH,4,6,"JIMENEZ, J        ",0,7,4,4,1,0,0,0,0,0,0,0,0,2,,1,,0
SPANISH,12,2,JARAMILLO CASTRILL,0,11,3,1,0,2,0,0,0,0,0,1,0,3,,1,,0
SPANISH,12,3,"CENTENO MILLAN, J ",1,6,3,1,3,1,2,0,0,0,0,0,0,2,,0,,0
SPANISH,21,1,"LOPEZ, R          ",12,3,0,1,0,0,0,0,0,0,0,0,0,1,,0,,0
SPANISH,22,1,"CUELLAR, M R      ",1,3,4,4,2,0,0,0,0,0,1,0,0,0,,0,,0
SPANISH,24,2,"AZEVEDO, M M      ",7,1,0,0,0,0,0,0,0,0,0,0,0,4,,0,,0
SPANISH,25,1,"SPRINCEANA, A     ",2,13,4,0,0,0,0,0,0,0,0,0,0,2,,0,,0
SPANISH,25,2,"BUENROSTRO, G     ",0,5,4,0,1,0,0,0,0,0,0,0,1,4,,0,,0
SPANISH,25,3,"LOPEZ, S          ",2,7,3,1,0,0,0,0,0,0,0,0,0,3,,0,,0
SPANISH,25,4,"NORBERG, P G      ",0,7,7,3,3,0,0,0,1,0,0,0,0,1,,0,,0
SPANISH,25,5,"BECKER, J E       ",0,7,3,4,3,0,0,1,1,0,0,0,0,0,,1,,0
SPANISH,25,6,"MARIE, D          ",0,5,4,0,3,1,0,0,0,0,0,0,0,1,,0,,0
SPANISH,98,2,"BRIZUELA, N       ",0,0,0,0,0,0,0,0,0,0,0,0,0,11,,1,,0
SPANISH,100,1,"MCFARLAND, T A    ",1,9,10,9,0,2,0,0,1,0,0,0,0,0,,0,,0
SPANISH, 102A,1,"BARILI, A R       ",4,7,6,3,4,0,0,0,0,0,0,0,0,0,,0,,0
SPANISH, 102A,2,"BARILI, A R       ",5,4,7,1,1,0,0,0,0,0,0,0,0,0,,0,,0
SPANISH, 104A,1,"TARICA, E C       ",1,7,6,2,5,5,3,1,0,0,0,0,1,0,,0,,0
SPANISH, 107A,1,"NAVARRETE, I E    ",0,9,5,5,5,1,2,0,1,0,0,0,0,1,,1,,0
SPANISH, 111A,1,"BERGMANN, E L     ",0,7,6,3,3,0,1,0,0,0,0,0,1,1,,2,,0
SPANISH,113,1,"JOSE, A V         ",0,12,4,1,0,1,0,0,0,0,1,0,0,2,,1,,2
SPANISH,135,1,"VALENCIA, N       ",1,5,8,3,2,0,0,1,1,0,0,0,0,1,,1,,0
SPANISH,135,2,"IAROCCI, M        ",0,5,6,6,1,3,1,0,0,0,0,0,1,0,,0,,0
SPANISH,135,3,"IAROCCI, M        ",0,4,8,4,3,2,0,0,0,0,0,0,1,2,,0,,0
SPANISH, 135W,1,"MASIELLO, F R     ",1,2,2,2,1,2,1,0,1,0,0,0,0,0,,0,,0
SPANISH, 135W,2,"TARICA, E C       ",0,5,3,5,0,2,0,0,0,0,0,0,0,0,,0,,0
SPANISH,162,1,"MCFARLAND, T A    ",0,11,5,2,0,0,2,0,0,0,0,0,0,0,,0,,0
SPANISH,168,1,"AZEVEDO, M M      ",2,11,1,0,0,1,0,0,0,0,0,0,0,0,,0,,0
SPANISH,198,1,"MASIELLO, F R     ",0,0,0,0,0,0,0,0,0,0,0,0,0,10,,0,,1
SPANISH,198,2,"BRIZUELA, N       ",0,0,0,0,0,0,0,0,0,0,0,0,0,10,,1,,0
SPANISH,R001A,1,"YOUNG, A E        ",0,6,5,2,0,1,1,0,0,0,0,0,0,0,,0,,0
STAT,2,1,"IBSER, F H        ",11,29,13,28,27,24,32,26,16,0,1,0,12,28,,19,,0
STAT,2,2,"D'ABRERA, H M     ",2,38,28,37,29,17,33,23,30,0,0,0,15,25,,24,,3
STAT,20,2,"NOLAN, D A        ",1,21,20,23,21,3,7,2,3,0,1,0,0,2,,2,,0
STAT,20,3,"BHATNAGAR, N      ",4,10,19,0,52,0,0,7,0,0,0,0,2,4,,1,,1
STAT,21,1,"MURALI STOYANOV, S",6,51,30,22,41,45,43,38,42,0,0,0,11,14,,7,,0
STAT,21,2,"ADHIKARI, A       ",1,13,10,7,18,16,19,20,8,0,0,0,4,0,,2,,0
STAT, 131A,1,"IBSER, F H        ",10,8,8,6,6,7,8,10,3,0,1,0,1,2,,0,,0
STAT, 131A,2,"CHENG, C          ",0,11,9,7,8,7,5,6,7,0,3,0,1,1,,3,,0
STAT,133,1,"KAUFMAN, C        ",3,13,14,14,10,4,5,3,3,0,0,0,2,3,,1,,0
STAT,134,1,"BHATNAGAR, N      ",5,13,11,0,26,0,0,4,0,0,0,0,5,5,,0,,19
STAT,134,2,"MURALI STOYANOV, S",5,12,10,11,4,8,4,7,7,0,0,0,2,8,,5,,0
STAT,134,3,"LUGO, M           ",3,16,11,14,10,8,9,6,2,1,0,0,1,8,,4,,1
STAT,135,1,"ADHIKARI, A       ",2,12,10,5,12,3,6,16,10,0,0,0,10,1,,1,,0
STAT, 151A,1,"BRILLINGER, D R   ",3,20,3,6,13,2,0,0,0,0,0,0,1,1,,1,,1
STAT,153,1,"BRILLINGER, D R   ",2,22,3,8,18,5,0,0,0,0,0,0,0,2,,2,,0
STAT,155,1,"LUGO, M           ",3,8,7,8,8,5,5,4,6,1,0,0,1,0,,2,,1
STAT,157,1,"ALDOUS, D J       ",0,13,4,6,11,0,0,0,0,0,0,0,0,0,,0,,1
STAT,198,3,"SONG, Y S         ",0,0,0,0,0,0,0,0,0,0,0,0,0,23,,2,,0
THEATER,10,1,"BERMAN, M S       ",0,8,3,2,3,4,0,0,0,0,0,0,0,2,,0,,0
THEATER,10,3,"BERMAN, M S       ",1,5,11,1,0,0,0,0,0,0,0,0,0,0,,0,,0
THEATER,10,4,"GORDON, M         ",0,14,3,1,0,0,0,0,0,0,0,0,0,1,,0,,0
THEATER,11,1,"HEROLD, C T       ",0,15,1,0,1,0,0,0,0,0,1,0,0,0,,0,,0
THEATER,11,2,"BERMAN, M S       ",0,9,3,1,2,0,0,0,1,0,0,0,0,0,,0,,0
THEATER,26,1,"CATANESE, B N     ",0,35,10,4,3,1,3,2,0,0,0,0,0,1,,1,,1
THEATER, 040A,1,"WYMORE, E A       ",0,20,7,4,1,0,0,0,0,0,0,0,0,3,,0,,0
THEATER, 052AC,1,"JOHNSON, J L      ",0,56,5,5,13,0,2,1,1,0,1,0,0,4,,10,,1
THEATER,60,1,"KILLION, C D      ",0,14,18,6,6,1,3,0,0,0,0,0,0,0,,0,,1
THEATER, 110A,1,"BERMAN, M S       ",0,10,1,3,1,0,0,0,0,0,0,0,0,0,,0,,0
THEATER, 110A,2,"SUSSEL, D         ",0,7,5,3,1,0,0,0,0,0,0,0,0,0,,0,,0
THEATER,111,1,"DOLAS, L          ",0,12,0,2,0,0,0,0,0,0,0,0,0,0,,0,,0
THEATER,119,1,"MARINO, A         ",0,3,3,1,1,0,0,0,0,0,0,0,0,0,,0,,3
THEATER,121,1,"JOHNSON, J L      ",0,17,4,5,4,2,1,1,0,0,0,0,0,3,,0,,0
THEATER,125,2,"GORDON, M         ",2,12,5,9,7,3,0,0,0,0,0,0,0,1,,1,,0
THEATER,126,1,"GRIFFITH, M       ",0,3,4,7,3,2,1,0,0,0,0,0,0,0,,0,,0
THEATER,139,2,"GOTANDA, P K      ",0,16,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0
THEATER, 141A,1,"SMITH, A F        ",0,21,5,2,2,3,0,0,0,0,0,0,0,3,,0,,0
THEATER, 142A,1,"WYMORE, E A       ",0,19,8,0,0,0,0,0,0,0,0,0,0,0,,0,,0
THEATER,144,1,"HACKNEY, P        ",2,10,4,2,1,1,0,0,0,0,0,0,0,2,,0,,0
THEATER, 146B,1,"GOODE, J A        ",0,22,0,2,2,0,0,0,0,0,0,0,2,2,,0,,0
THEATER,147,1,"KWAN, S           ",4,15,4,1,0,0,0,0,0,0,0,0,0,2,,0,,0
THEATER,162,1,"HEROLD, C T       ",0,11,2,0,0,0,0,0,0,0,0,0,0,0,,0,,1
THEATER,167,1,"MATTSON, K        ",1,5,1,0,1,0,0,0,0,0,0,0,0,1,,0,,0
THEATER,168,1,"MATTSON, K        ",2,12,0,1,0,0,0,0,0,0,0,0,2,0,,0,,0
THEATER,169,1,"MATTSON, K        ",2,7,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
THEATER,171,4,"CATANESE, B N     ",0,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,,0
THEATER,172,1,"MATTSON, K        ",2,2,1,0,0,0,0,0,0,0,0,0,0,0,,0,,1
THEATER,172,2,"MATTSON, K        ",2,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
THEATER, 173A,1,"SMART, C A        ",0,0,5,2,3,1,1,0,0,0,0,0,0,0,,0,,2
THEATER, 174A,1,"SMART, C A        ",0,2,8,8,1,0,0,0,0,0,0,0,0,0,,0,,0
THEATER, 175A,1,"ELLIOTT, D K      ",4,7,3,2,0,0,0,1,0,0,0,0,0,0,,0,,0
THEATER,176,1,"ELLIOTT, D K      ",3,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
THEATER,177,1,"DE KOSNIK, A T    ",10,8,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
THEATER,179,1,"SMART, C A        ",0,9,6,2,0,0,0,0,0,0,0,0,0,0,,0,,0
THEATER,181,2,"NICHOLSON, J      ",4,12,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
THEATER,198,3,"ELLIOTT, D K      ",0,0,0,0,0,0,0,0,0,0,0,0,0,11,,1,,0
THEATER,198,5,"SAS, M B          ",0,0,0,0,0,0,0,0,0,0,0,0,0,7,,1,,1
THEATER,R001A,2,"STEEN, S          ",0,5,3,8,0,0,0,0,0,0,0,0,1,0,,0,,0
THEATER,R001A,3,"STEEN, S          ",0,5,4,1,5,3,0,0,0,0,0,0,0,0,,0,,0
THEATER,R001A,4,"STEEN, S          ",1,1,4,9,1,1,0,0,0,0,0,0,0,0,,0,,0
THEATER,R001A,6,"STEEN, S          ",0,3,7,3,1,0,2,0,0,0,0,0,0,0,,0,,0
THEATER,R001A,7,"STEEN, S          ",0,6,6,4,1,0,0,0,0,0,0,0,0,0,,0,,0
THEATER,R001B,1,"STEEN, S          ",1,6,3,2,3,1,0,0,0,0,0,0,0,1,,0,,0
THEATER,R001B,2,"STEEN, S          ",0,10,4,2,0,0,0,2,0,0,0,0,0,0,,0,,0
THEATER,R001B,4,"STEEN, S          ",1,3,7,1,3,1,0,1,0,0,0,0,1,0,,0,,0
GWS,10,1,"BARNES, B A       ",2,33,26,6,3,0,0,0,1,0,0,2,0,4,,1,,0
GWS,20,1,"EILERAAS, K A     ",1,7,13,14,2,0,0,0,0,0,0,0,0,0,,0,,0
GWS, 050AC,1,"AGIS, A           ",4,22,20,24,9,9,1,1,2,0,1,0,3,34,,4,,1
GWS,98,4,"THORNE, B         ",0,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,,0
GWS,102,1,"BACCHETTA, P      ",2,20,20,8,4,4,1,1,1,0,0,0,0,2,,1,,3
GWS,103,1,"BARNES, B A       ",2,18,17,5,4,2,2,1,0,0,0,0,1,0,,2,,1
GWS,111,1,"EILERAAS, K A     ",1,14,3,0,1,0,0,0,0,0,0,1,0,1,,0,,2
GWS, 116AC,1,"RODRIGUEZ, J M    ",0,8,1,1,1,0,0,0,0,0,0,0,0,0,,0,,0
GWS,129,1,"BARNES, B A       ",0,32,9,2,0,1,0,0,0,0,0,0,0,3,,1,,0
GWS,155,1,"FANTONE, L        ",1,2,4,3,2,1,3,0,1,0,0,0,0,2,,1,,1
GWS,195,1,"CHEN, M Y         ",1,10,2,5,7,0,0,1,1,0,0,1,0,0,,1,,2
GWS,198,2,"ASHER, J          ",0,0,0,0,0,0,0,0,0,0,0,0,0,8,,1,,0
GWS,198,4,"THORNE, B         ",0,0,0,0,0,0,0,0,0,0,0,0,0,8,,1,,0
GWS,C146A,1,"ASHER, J          ",0,10,7,2,2,0,0,0,0,0,0,0,0,0,,0,,0
GWS,R001B,1,"QUINAN, C L       ",0,4,7,7,0,0,0,0,0,0,0,0,0,0,,0,,0
GWS,R001B,2,"QUINAN, C L       ",0,7,5,6,1,0,0,0,0,0,0,0,0,0,,0,,0
LGBT, 020AC,1,"ASHER, J          ",0,27,12,1,6,3,0,0,0,0,0,0,1,15,,5,,0
LGBT,145,1,"ASHER, J          ",0,10,13,2,4,0,1,0,0,0,0,0,0,4,,1,,0
LGBT,C146A,1,"ASHER, J          ",0,4,7,1,2,0,0,0,0,0,0,0,0,1,,0,,0
LGBT,C147B,1,"COHEN, L          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
